"SystemTime","IpAddress","Neighbor","meanLinkQuality"
1466419523,"10.0.0.5","10.0.0.6",0.845
1466419523,"10.0.0.5","10.0.0.4",0.721
1466419524,"10.0.0.1","10.0.0.2",1
1466419525,"10.0.0.3","10.0.0.2",1
1466419525,"10.0.0.2","10.0.0.3",0.926666666666667
1466419525,"10.0.0.2","10.0.0.1",1
1466419525,"10.0.0.3","10.0.0.5",0.906333333333333
1466419525,"10.0.0.3","10.0.0.6",0.827
1466419525,"10.0.0.3","10.0.0.4",0.721
1466419527,"10.0.0.6","10.0.0.3",0.942
1466419527,"10.0.0.6","10.0.0.5",0.926333333333333
1466419553,"10.0.0.4","10.0.0.3",0.943666666666667
1466419553,"10.0.0.6","10.0.0.3",0.923666666666667
1466419553,"10.0.0.4","10.0.0.5",0.98
1466419553,"10.0.0.6","10.0.0.5",0.96
1466419554,"10.0.0.5","10.0.0.2",1
1466419554,"10.0.0.5","10.0.0.3",0.922666666666667
1466419554,"10.0.0.5","10.0.0.6",0.8605
1466419554,"10.0.0.5","10.0.0.4",0.761
1466419555,"10.0.0.1","10.0.0.2",1
1466419556,"10.0.0.3","10.0.0.2",1
1466419556,"10.0.0.3","10.0.0.5",0.96
1466419556,"10.0.0.3","10.0.0.6",0.8605
1466419557,"10.0.0.2","10.0.0.3",0.943666666666667
1466419557,"10.0.0.2","10.0.0.1",1
1466419582,"10.0.0.3","10.0.0.2",1
1466419582,"10.0.0.2","10.0.0.3",0.811333333333333
1466419582,"10.0.0.2","10.0.0.1",1
1466419582,"10.0.0.3","10.0.0.5",0.942
1466419582,"10.0.0.3","10.0.0.6",0.9155
1466419584,"10.0.0.4","10.0.0.3",0.811333333333333
1466419584,"10.0.0.6","10.0.0.3",0.811333333333333
1466419584,"10.0.0.4","10.0.0.5",0.942
1466419584,"10.0.0.6","10.0.0.5",0.962
1466419585,"10.0.0.5","10.0.0.2",1
1466419585,"10.0.0.5","10.0.0.3",0.811333333333333
1466419585,"10.0.0.5","10.0.0.6",0.9155
1466419585,"10.0.0.5","10.0.0.4",0.682
1466419586,"10.0.0.1","10.0.0.2",1
1466419612,"10.0.0.1","10.0.0.2",0.97
1466419613,"10.0.0.3","10.0.0.2",0.97
1466419613,"10.0.0.2","10.0.0.3",0.909333333333333
1466419613,"10.0.0.2","10.0.0.1",1
1466419613,"10.0.0.3","10.0.0.5",1
1466419613,"10.0.0.3","10.0.0.6",0.9155
1466419615,"10.0.0.4","10.0.0.3",0.867333333333333
1466419615,"10.0.0.6","10.0.0.3",0.867333333333333
1466419615,"10.0.0.4","10.0.0.5",1
1466419615,"10.0.0.6","10.0.0.5",1
1466419615,"10.0.0.4","10.0.0.6",0.9155
1466419616,"10.0.0.5","10.0.0.3",0.845333333333333
1466419616,"10.0.0.5","10.0.0.6",0.9155
1466419616,"10.0.0.5","10.0.0.4",0.761
1466419642,"10.0.0.5","10.0.0.2",1
1466419642,"10.0.0.5","10.0.0.3",0.817666666666667
1466419642,"10.0.0.5","10.0.0.6",0.943
1466419642,"10.0.0.5","10.0.0.4",0.364
1466419643,"10.0.0.1","10.0.0.2",1
1466419644,"10.0.0.3","10.0.0.2",1
1466419644,"10.0.0.2","10.0.0.3",0.798
1466419644,"10.0.0.2","10.0.0.1",1
1466419644,"10.0.0.3","10.0.0.5",1
1466419644,"10.0.0.3","10.0.0.6",0.9235
1466419646,"10.0.0.4","10.0.0.3",0.798
1466419646,"10.0.0.6","10.0.0.3",0.798
1466419646,"10.0.0.4","10.0.0.5",1
1466419646,"10.0.0.6","10.0.0.5",1
1466419672,"10.0.0.4","10.0.0.3",0.926333333333333
1466419672,"10.0.0.4","10.0.0.5",0.98
1466419673,"10.0.0.5","10.0.0.3",0.926333333333333
1466419673,"10.0.0.5","10.0.0.6",0.9195
1466419673,"10.0.0.5","10.0.0.4",0.47
1466419674,"10.0.0.1","10.0.0.2",1
1466419675,"10.0.0.3","10.0.0.2",1
1466419675,"10.0.0.2","10.0.0.3",0.965666666666667
1466419675,"10.0.0.2","10.0.0.1",1
1466419675,"10.0.0.3","10.0.0.5",0.98
1466419675,"10.0.0.3","10.0.0.6",0.9155
1466419677,"10.0.0.6","10.0.0.3",0.912
1466419677,"10.0.0.6","10.0.0.5",0.98
1466419703,"10.0.0.4","10.0.0.3",0.806
1466419703,"10.0.0.6","10.0.0.3",0.832333333333333
1466419703,"10.0.0.4","10.0.0.5",0.979
1466419703,"10.0.0.6","10.0.0.5",0.979
1466419704,"10.0.0.5","10.0.0.3",0.832333333333333
1466419704,"10.0.0.5","10.0.0.6",0.682
1466419704,"10.0.0.5","10.0.0.4",0.607
1466419705,"10.0.0.1","10.0.0.2",0.97
1466419706,"10.0.0.3","10.0.0.2",0.97
1466419706,"10.0.0.2","10.0.0.3",0.832333333333333
1466419706,"10.0.0.2","10.0.0.1",1
1466419706,"10.0.0.3","10.0.0.5",0.932
1466419706,"10.0.0.3","10.0.0.6",0.682
1466419732,"10.0.0.2","10.0.0.3",0.740666666666667
1466419732,"10.0.0.2","10.0.0.1",0.894
1466419734,"10.0.0.4","10.0.0.3",0.740666666666667
1466419734,"10.0.0.6","10.0.0.3",0.598
1466419734,"10.0.0.4","10.0.0.5",0.884
1466419734,"10.0.0.6","10.0.0.5",0.876
1466419735,"10.0.0.5","10.0.0.3",0.598
1466419735,"10.0.0.5","10.0.0.6",0.57
1466419736,"10.0.0.1","10.0.0.2",1
1466419762,"10.0.0.1","10.0.0.2",0.97
1466419763,"10.0.0.3","10.0.0.2",0.97
1466419763,"10.0.0.2","10.0.0.3",0.735
1466419763,"10.0.0.2","10.0.0.1",0.937
1466419763,"10.0.0.3","10.0.0.5",0.8035
1466419763,"10.0.0.3","10.0.0.6",0.388
1466419765,"10.0.0.4","10.0.0.3",0.7505
1466419765,"10.0.0.6","10.0.0.3",0.7505
1466419765,"10.0.0.4","10.0.0.5",0.784
1466419765,"10.0.0.6","10.0.0.5",0.784
1466419766,"10.0.0.5","10.0.0.3",0.7095
1466419766,"10.0.0.5","10.0.0.6",0.761
1466419792,"10.0.0.5","10.0.0.3",0.561666666666667
1466419792,"10.0.0.5","10.0.0.6",0.4795
1466419793,"10.0.0.1","10.0.0.2",0.906
1466419794,"10.0.0.3","10.0.0.2",0.943
1466419794,"10.0.0.2","10.0.0.3",0.637333333333333
1466419794,"10.0.0.2","10.0.0.1",0.839
1466419794,"10.0.0.3","10.0.0.5",0.809
1466419794,"10.0.0.3","10.0.0.6",0.4835
1466419796,"10.0.0.4","10.0.0.3",0.561666666666667
1466419796,"10.0.0.6","10.0.0.3",0.540666666666667
1466419796,"10.0.0.4","10.0.0.5",0.774
1466419796,"10.0.0.6","10.0.0.5",0.774
1466419822,"10.0.0.4","10.0.0.3",0.709333333333333
1466419822,"10.0.0.4","10.0.0.5",0.942
1466419823,"10.0.0.5","10.0.0.3",0.713
1466419823,"10.0.0.5","10.0.0.6",0.776
1466419823,"10.0.0.5","10.0.0.4",0.276
1466419824,"10.0.0.1","10.0.0.2",0.947
1466419825,"10.0.0.3","10.0.0.2",0.894
1466419825,"10.0.0.3","10.0.0.5",0.921
1466419825,"10.0.0.3","10.0.0.6",0.776
1466419825,"10.0.0.3","10.0.0.4",0.323
1466419826,"10.0.0.2","10.0.0.3",0.715666666666667
1466419826,"10.0.0.2","10.0.0.1",0.662
1466419827,"10.0.0.6","10.0.0.3",0.697333333333333
1466419827,"10.0.0.6","10.0.0.5",0.904
1466419853,"10.0.0.4","10.0.0.3",0.626
1466419853,"10.0.0.6","10.0.0.3",0.61525
1466419853,"10.0.0.4","10.0.0.5",0.858666666666667
1466419853,"10.0.0.6","10.0.0.5",0.834666666666667
1466419854,"10.0.0.5","10.0.0.3",0.6445
1466419854,"10.0.0.5","10.0.0.6",0.592
1466419854,"10.0.0.5","10.0.0.4",0.674
1466419855,"10.0.0.1","10.0.0.2",0.9095
1466419856,"10.0.0.3","10.0.0.2",0.898
1466419856,"10.0.0.3","10.0.0.5",0.84
1466419856,"10.0.0.3","10.0.0.6",0.629
1466419856,"10.0.0.3","10.0.0.4",0.6645
1466419857,"10.0.0.2","10.0.0.3",0.626
1466419857,"10.0.0.2","10.0.0.1",0.812
1466419882,"10.0.0.3","10.0.0.2",0.866
1466419882,"10.0.0.2","10.0.0.3",0.67975
1466419882,"10.0.0.2","10.0.0.1",0.831
1466419882,"10.0.0.3","10.0.0.5",0.738333333333333
1466419882,"10.0.0.3","10.0.0.6",0.6075
1466419882,"10.0.0.3","10.0.0.4",0.637
1466419884,"10.0.0.4","10.0.0.3",0.806333333333333
1466419884,"10.0.0.6","10.0.0.3",0.802333333333333
1466419884,"10.0.0.4","10.0.0.5",0.761666666666667
1466419884,"10.0.0.6","10.0.0.5",0.761666666666667
1466419886,"10.0.0.1","10.0.0.2",0.888
1466419886,"10.0.0.5","10.0.0.2",0.888
1466419886,"10.0.0.5","10.0.0.3",0.810333333333333
1466419886,"10.0.0.5","10.0.0.6",0.886
1466419886,"10.0.0.5","10.0.0.4",0.637
1466419912,"10.0.0.1","10.0.0.2",0.943
1466419913,"10.0.0.3","10.0.0.2",0.943
1466419913,"10.0.0.3","10.0.0.5",0.891333333333333
1466419913,"10.0.0.3","10.0.0.6",0.7305
1466419913,"10.0.0.3","10.0.0.4",0.707
1466419914,"10.0.0.2","10.0.0.3",0.691
1466419914,"10.0.0.2","10.0.0.1",0.732
1466419915,"10.0.0.4","10.0.0.3",0.7195
1466419915,"10.0.0.6","10.0.0.3",0.7025
1466419915,"10.0.0.4","10.0.0.5",0.891333333333333
1466419915,"10.0.0.6","10.0.0.5",0.888666666666667
1466419917,"10.0.0.5","10.0.0.3",0.7195
1466419917,"10.0.0.5","10.0.0.6",0.7305
1466419917,"10.0.0.5","10.0.0.4",0.682
1466419942,"10.0.0.5","10.0.0.3",0.782
1466419942,"10.0.0.5","10.0.0.6",0.596
1466419942,"10.0.0.5","10.0.0.4",0.7015
1466419943,"10.0.0.1","10.0.0.2",0.97
1466419944,"10.0.0.3","10.0.0.2",0.97
1466419944,"10.0.0.3","10.0.0.5",0.868666666666667
1466419944,"10.0.0.3","10.0.0.6",0.562
1466419944,"10.0.0.3","10.0.0.4",0.6365
1466419945,"10.0.0.2","10.0.0.3",0.7605
1466419945,"10.0.0.2","10.0.0.1",1
1466419946,"10.0.0.4","10.0.0.3",0.70725
1466419946,"10.0.0.6","10.0.0.3",0.70725
1466419946,"10.0.0.4","10.0.0.5",0.874
1466419946,"10.0.0.6","10.0.0.5",0.874
1466419946,"10.0.0.4","10.0.0.6",0.5765
1466419974,"10.0.0.1","10.0.0.2",0.9155
1466419974,"10.0.0.5","10.0.0.3",0.76725
1466419974,"10.0.0.5","10.0.0.6",0.476
1466419974,"10.0.0.5","10.0.0.4",0.619
1466419975,"10.0.0.3","10.0.0.2",0.888
1466419975,"10.0.0.3","10.0.0.5",0.905666666666667
1466419975,"10.0.0.3","10.0.0.6",0.4365
1466419975,"10.0.0.3","10.0.0.4",0.615
1466419976,"10.0.0.2","10.0.0.3",0.7155
1466419976,"10.0.0.2","10.0.0.1",0.894
1466419977,"10.0.0.6","10.0.0.3",0.76725
1466419977,"10.0.0.6","10.0.0.5",0.869
1466420003,"10.0.0.4","10.0.0.3",0.59475
1466420003,"10.0.0.6","10.0.0.3",0.6095
1466420003,"10.0.0.4","10.0.0.5",0.870333333333333
1466420003,"10.0.0.6","10.0.0.5",0.867666666666667
1466420003,"10.0.0.4","10.0.0.6",0.6035
1466420005,"10.0.0.5","10.0.0.2",0.943
1466420005,"10.0.0.5","10.0.0.3",0.61225
1466420005,"10.0.0.5","10.0.0.6",0.6445
1466420005,"10.0.0.5","10.0.0.4",0.6915
1466420006,"10.0.0.1","10.0.0.2",0.943
1466420006,"10.0.0.3","10.0.0.2",0.9685
1466420006,"10.0.0.3","10.0.0.5",0.831
1466420006,"10.0.0.3","10.0.0.6",0.623
1466420006,"10.0.0.3","10.0.0.4",0.5685
1466420007,"10.0.0.2","10.0.0.3",0.632
1466420007,"10.0.0.2","10.0.0.1",0.886
1466420007,"10.0.0.2","10.0.0.5",0.867666666666667
1466420033,"10.0.0.2","10.0.0.3",0.68675
1466420033,"10.0.0.2","10.0.0.1",0.894
1466420033,"10.0.0.2","10.0.0.5",0.789333333333333
1466420034,"10.0.0.4","10.0.0.3",0.6645
1466420034,"10.0.0.6","10.0.0.3",0.66125
1466420034,"10.0.0.4","10.0.0.5",0.795666666666667
1466420034,"10.0.0.6","10.0.0.5",0.777333333333333
1466420036,"10.0.0.5","10.0.0.2",0.943
1466420036,"10.0.0.5","10.0.0.3",0.6555
1466420036,"10.0.0.5","10.0.0.6",0.5505
1466420036,"10.0.0.5","10.0.0.4",0.6955
1466420037,"10.0.0.1","10.0.0.2",0.943
1466420037,"10.0.0.3","10.0.0.2",0.9195
1466420037,"10.0.0.3","10.0.0.5",0.807666666666667
1466420037,"10.0.0.3","10.0.0.6",0.5715
1466420037,"10.0.0.3","10.0.0.4",0.8545
1466420063,"10.0.0.1","10.0.0.2",0.9095
1466420063,"10.0.0.3","10.0.0.2",0.798
1466420063,"10.0.0.3","10.0.0.5",0.833666666666667
1466420063,"10.0.0.3","10.0.0.6",0.5645
1466420063,"10.0.0.3","10.0.0.4",0.774
1466420064,"10.0.0.2","10.0.0.3",0.6315
1466420064,"10.0.0.2","10.0.0.1",0.886
1466420065,"10.0.0.4","10.0.0.3",0.6575
1466420065,"10.0.0.6","10.0.0.3",0.61725
1466420065,"10.0.0.4","10.0.0.5",0.815
1466420065,"10.0.0.6","10.0.0.5",0.833666666666667
1466420067,"10.0.0.5","10.0.0.2",0.798
1466420067,"10.0.0.5","10.0.0.3",0.631
1466420067,"10.0.0.5","10.0.0.6",0.592
1466420067,"10.0.0.5","10.0.0.4",0.6915
1466420093,"10.0.0.5","10.0.0.3",0.795666666666667
1466420093,"10.0.0.5","10.0.0.6",0.94
1466420093,"10.0.0.5","10.0.0.4",0.523
1466420094,"10.0.0.1","10.0.0.2",0.894
1466420094,"10.0.0.3","10.0.0.2",0.9075
1466420094,"10.0.0.3","10.0.0.5",0.858
1466420094,"10.0.0.3","10.0.0.6",0.94
1466420094,"10.0.0.3","10.0.0.4",0.478
1466420095,"10.0.0.2","10.0.0.3",0.815666666666667
1466420095,"10.0.0.2","10.0.0.1",0.894
1466420096,"10.0.0.4","10.0.0.3",0.797333333333333
1466420096,"10.0.0.6","10.0.0.3",0.795666666666667
1466420096,"10.0.0.4","10.0.0.5",0.854
1466420096,"10.0.0.6","10.0.0.5",0.845333333333333
1466420124,"10.0.0.5","10.0.0.3",0.66425
1466420124,"10.0.0.5","10.0.0.6",0.5235
1466420124,"10.0.0.5","10.0.0.4",0.613
1466420125,"10.0.0.1","10.0.0.2",0.943
1466420125,"10.0.0.3","10.0.0.2",0.947
1466420125,"10.0.0.3","10.0.0.5",0.924
1466420125,"10.0.0.3","10.0.0.6",0.5525
1466420125,"10.0.0.3","10.0.0.4",0.613
1466420126,"10.0.0.2","10.0.0.3",0.65225
1466420126,"10.0.0.2","10.0.0.1",0.732
1466420127,"10.0.0.4","10.0.0.3",0.6555
1466420127,"10.0.0.4","10.0.0.5",0.921333333333333
1466420153,"10.0.0.4","10.0.0.3",0.6015
1466420153,"10.0.0.6","10.0.0.3",0.743
1466420153,"10.0.0.4","10.0.0.5",0.903
1466420153,"10.0.0.6","10.0.0.5",0.905666666666667
1466420153,"10.0.0.4","10.0.0.6",0.535
1466420155,"10.0.0.5","10.0.0.3",0.6015
1466420155,"10.0.0.5","10.0.0.6",0.5645
1466420155,"10.0.0.5","10.0.0.4",0.57
1466420156,"10.0.0.1","10.0.0.2",0.947
1466420157,"10.0.0.3","10.0.0.2",0.943
1466420157,"10.0.0.2","10.0.0.3",0.64775
1466420157,"10.0.0.2","10.0.0.1",0.878
1466420157,"10.0.0.3","10.0.0.5",0.869
1466420157,"10.0.0.3","10.0.0.6",0.788
1466420157,"10.0.0.3","10.0.0.4",0.6075
1466420183,"10.0.0.2","10.0.0.3",0.781333333333333
1466420183,"10.0.0.2","10.0.0.1",0.886
1466420184,"10.0.0.4","10.0.0.3",0.784
1466420184,"10.0.0.4","10.0.0.5",0.836333333333333
1466420185,"10.0.0.6","10.0.0.5",0.836333333333333
1466420186,"10.0.0.5","10.0.0.3",0.803666666666667
1466420186,"10.0.0.5","10.0.0.6",0.819
1466420186,"10.0.0.5","10.0.0.4",0.776
1466420187,"10.0.0.1","10.0.0.2",0.9155
1466420188,"10.0.0.3","10.0.0.2",0.866
1466420188,"10.0.0.3","10.0.0.5",0.843
1466420188,"10.0.0.3","10.0.0.4",0.7975
1466420213,"10.0.0.1","10.0.0.2",0.9155
1466420213,"10.0.0.3","10.0.0.2",0.939
1466420213,"10.0.0.3","10.0.0.5",0.763333333333333
1466420213,"10.0.0.3","10.0.0.6",0.812
1466420213,"10.0.0.3","10.0.0.4",0.664
1466420214,"10.0.0.2","10.0.0.3",0.747
1466420214,"10.0.0.2","10.0.0.1",1
1466420214,"10.0.0.2","10.0.0.5",0.764666666666667
1466420215,"10.0.0.4","10.0.0.3",0.812333333333333
1466420215,"10.0.0.4","10.0.0.5",0.764666666666667
1466420216,"10.0.0.6","10.0.0.5",0.780333333333333
1466420217,"10.0.0.5","10.0.0.2",0.9155
1466420217,"10.0.0.5","10.0.0.3",0.812333333333333
1466420217,"10.0.0.5","10.0.0.6",0.732
1466420217,"10.0.0.5","10.0.0.4",0.6465
1466420243,"10.0.0.5","10.0.0.2",0.97
1466420243,"10.0.0.5","10.0.0.3",0.70025
1466420243,"10.0.0.5","10.0.0.6",0.5445
1466420243,"10.0.0.5","10.0.0.4",0.5935
1466420244,"10.0.0.1","10.0.0.2",0.97
1466420244,"10.0.0.3","10.0.0.2",0.97
1466420244,"10.0.0.3","10.0.0.5",0.87
1466420244,"10.0.0.3","10.0.0.6",0.662
1466420244,"10.0.0.3","10.0.0.4",0.637
1466420245,"10.0.0.2","10.0.0.3",0.83
1466420245,"10.0.0.2","10.0.0.1",1
1466420245,"10.0.0.2","10.0.0.5",0.874
1466420246,"10.0.0.4","10.0.0.3",0.68475
1466420246,"10.0.0.4","10.0.0.5",0.796666666666667
1466420247,"10.0.0.6","10.0.0.3",0.695
1466420247,"10.0.0.6","10.0.0.5",0.796666666666667
1466420273,"10.0.0.6","10.0.0.3",0.6505
1466420273,"10.0.0.6","10.0.0.5",0.887333333333333
1466420274,"10.0.0.5","10.0.0.3",0.62175
1466420274,"10.0.0.5","10.0.0.6",0.486
1466420274,"10.0.0.5","10.0.0.4",0.7095
1466420275,"10.0.0.1","10.0.0.2",0.9095
1466420276,"10.0.0.3","10.0.0.2",0.8605
1466420276,"10.0.0.2","10.0.0.3",0.62775
1466420276,"10.0.0.2","10.0.0.1",1
1466420276,"10.0.0.3","10.0.0.5",0.908333333333333
1466420276,"10.0.0.3","10.0.0.6",0.516
1466420276,"10.0.0.3","10.0.0.4",0.7075
1466420277,"10.0.0.4","10.0.0.3",0.60825
1466420277,"10.0.0.4","10.0.0.5",0.887333333333333
1466420303,"10.0.0.4","10.0.0.3",0.714
1466420303,"10.0.0.4","10.0.0.5",0.849
1466420304,"10.0.0.6","10.0.0.3",0.73075
1466420304,"10.0.0.6","10.0.0.5",0.834666666666667
1466420305,"10.0.0.5","10.0.0.3",0.7395
1466420305,"10.0.0.5","10.0.0.6",0.6135
1466420305,"10.0.0.5","10.0.0.4",0.525
1466420306,"10.0.0.1","10.0.0.2",0.947
1466420307,"10.0.0.3","10.0.0.2",0.947
1466420307,"10.0.0.2","10.0.0.3",0.71675
1466420307,"10.0.0.2","10.0.0.1",0.94
1466420307,"10.0.0.2","10.0.0.5",0.836
1466420307,"10.0.0.3","10.0.0.5",0.832
1466420307,"10.0.0.2","10.0.0.6",0.6095
1466420307,"10.0.0.3","10.0.0.6",0.6365
1466420307,"10.0.0.3","10.0.0.4",0.5485
1466420333,"10.0.0.3","10.0.0.2",0.943
1466420333,"10.0.0.2","10.0.0.3",0.74425
1466420333,"10.0.0.2","10.0.0.1",1
1466420333,"10.0.0.2","10.0.0.5",0.859666666666667
1466420333,"10.0.0.3","10.0.0.5",0.903
1466420333,"10.0.0.3","10.0.0.6",0.664
1466420333,"10.0.0.3","10.0.0.4",0.6445
1466420334,"10.0.0.4","10.0.0.3",0.758
1466420334,"10.0.0.4","10.0.0.5",0.875333333333333
1466420335,"10.0.0.6","10.0.0.3",0.758
1466420335,"10.0.0.6","10.0.0.5",0.875333333333333
1466420336,"10.0.0.5","10.0.0.3",0.707
1466420336,"10.0.0.5","10.0.0.6",0.717
1466420336,"10.0.0.5","10.0.0.4",0.741
1466420337,"10.0.0.1","10.0.0.2",0.943
1466420363,"10.0.0.1","10.0.0.2",0.97
1466420364,"10.0.0.3","10.0.0.2",0.9685
1466420364,"10.0.0.2","10.0.0.3",0.61125
1466420364,"10.0.0.2","10.0.0.1",1
1466420364,"10.0.0.3","10.0.0.5",0.815333333333333
1466420364,"10.0.0.3","10.0.0.6",0.664
1466420364,"10.0.0.3","10.0.0.4",0.8625
1466420365,"10.0.0.4","10.0.0.3",0.5865
1466420365,"10.0.0.4","10.0.0.5",0.797
1466420366,"10.0.0.6","10.0.0.3",0.5535
1466420366,"10.0.0.6","10.0.0.5",0.854666666666667
1466420367,"10.0.0.5","10.0.0.2",0.97
1466420367,"10.0.0.5","10.0.0.3",0.557
1466420367,"10.0.0.5","10.0.0.6",0.664
1466420367,"10.0.0.5","10.0.0.4",0.835
1466420393,"10.0.0.5","10.0.0.2",0.947
1466420393,"10.0.0.5","10.0.0.3",0.63975
1466420393,"10.0.0.5","10.0.0.6",0.633
1466420393,"10.0.0.5","10.0.0.4",0.657
1466420394,"10.0.0.1","10.0.0.2",0.947
1466420395,"10.0.0.3","10.0.0.2",0.943
1466420395,"10.0.0.2","10.0.0.3",0.626
1466420395,"10.0.0.2","10.0.0.1",1
1466420395,"10.0.0.3","10.0.0.5",0.929333333333333
1466420395,"10.0.0.3","10.0.0.6",0.633
1466420395,"10.0.0.3","10.0.0.4",0.654
1466420396,"10.0.0.4","10.0.0.3",0.64875
1466420396,"10.0.0.4","10.0.0.5",0.926666666666667
1466420397,"10.0.0.6","10.0.0.3",0.63675
1466420397,"10.0.0.6","10.0.0.5",0.946
1466420423,"10.0.0.6","10.0.0.3",0.69275
1466420423,"10.0.0.6","10.0.0.5",0.942
1466420424,"10.0.0.5","10.0.0.3",0.7155
1466420424,"10.0.0.5","10.0.0.6",0.484
1466420424,"10.0.0.5","10.0.0.4",0.478
1466420425,"10.0.0.1","10.0.0.2",0.9195
1466420426,"10.0.0.3","10.0.0.2",0.943
1466420426,"10.0.0.2","10.0.0.3",0.76625
1466420426,"10.0.0.2","10.0.0.1",0.894
1466420426,"10.0.0.3","10.0.0.5",0.927666666666667
1466420426,"10.0.0.3","10.0.0.6",0.474
1466420426,"10.0.0.3","10.0.0.4",0.566
1466420427,"10.0.0.4","10.0.0.3",0.7135
1466420427,"10.0.0.4","10.0.0.5",0.943333333333333
1466420453,"10.0.0.4","10.0.0.3",0.665
1466420453,"10.0.0.4","10.0.0.5",0.905666666666667
1466420454,"10.0.0.6","10.0.0.3",0.67775
1466420454,"10.0.0.6","10.0.0.5",0.887333333333333
1466420455,"10.0.0.5","10.0.0.2",1
1466420455,"10.0.0.5","10.0.0.3",0.70325
1466420455,"10.0.0.5","10.0.0.6",0.7735
1466420455,"10.0.0.5","10.0.0.4",0.721
1466420456,"10.0.0.1","10.0.0.2",1
1466420457,"10.0.0.3","10.0.0.2",1
1466420457,"10.0.0.2","10.0.0.3",0.6855
1466420457,"10.0.0.2","10.0.0.1",0.894
1466420457,"10.0.0.2","10.0.0.5",0.887333333333333
1466420457,"10.0.0.3","10.0.0.5",0.89
1466420457,"10.0.0.3","10.0.0.6",0.772
1466420457,"10.0.0.3","10.0.0.4",0.637
1466420483,"10.0.0.3","10.0.0.2",1
1466420483,"10.0.0.2","10.0.0.3",0.83225
1466420483,"10.0.0.2","10.0.0.1",1
1466420483,"10.0.0.2","10.0.0.5",0.962666666666667
1466420483,"10.0.0.3","10.0.0.5",0.981333333333333
1466420483,"10.0.0.3","10.0.0.6",0.894
1466420483,"10.0.0.3","10.0.0.4",1
1466420484,"10.0.0.4","10.0.0.3",0.83225
1466420484,"10.0.0.4","10.0.0.5",0.981333333333333
1466420485,"10.0.0.6","10.0.0.3",0.846
1466420485,"10.0.0.6","10.0.0.5",1
1466420486,"10.0.0.5","10.0.0.2",1
1466420486,"10.0.0.5","10.0.0.3",0.846
1466420486,"10.0.0.5","10.0.0.6",0.894
1466420486,"10.0.0.5","10.0.0.4",1
1466420513,"10.0.0.1","10.0.0.2",0.943
1466420514,"10.0.0.3","10.0.0.2",0.947
1466420514,"10.0.0.2","10.0.0.3",0.9035
1466420514,"10.0.0.2","10.0.0.1",1
1466420514,"10.0.0.3","10.0.0.5",0.981333333333333
1466420514,"10.0.0.3","10.0.0.6",0.8605
1466420514,"10.0.0.3","10.0.0.4",1
1466420515,"10.0.0.4","10.0.0.3",0.93
1466420515,"10.0.0.4","10.0.0.5",0.981333333333333
1466420516,"10.0.0.6","10.0.0.3",0.93
1466420516,"10.0.0.6","10.0.0.5",0.981333333333333
1466420517,"10.0.0.5","10.0.0.2",0.947
1466420517,"10.0.0.5","10.0.0.3",0.93
1466420517,"10.0.0.5","10.0.0.6",0.8605
1466420517,"10.0.0.5","10.0.0.4",1
1466420543,"10.0.0.5","10.0.0.2",1
1466420543,"10.0.0.5","10.0.0.3",0.86925
1466420543,"10.0.0.5","10.0.0.6",0.823
1466420543,"10.0.0.5","10.0.0.4",0.9195
1466420544,"10.0.0.1","10.0.0.2",1
1466420545,"10.0.0.3","10.0.0.2",1
1466420545,"10.0.0.2","10.0.0.3",0.89175
1466420545,"10.0.0.2","10.0.0.1",1
1466420545,"10.0.0.2","10.0.0.5",1
1466420545,"10.0.0.3","10.0.0.5",1
1466420545,"10.0.0.3","10.0.0.6",0.8215
1466420545,"10.0.0.3","10.0.0.4",0.939
1466420546,"10.0.0.4","10.0.0.3",0.846
1466420546,"10.0.0.4","10.0.0.5",1
1466420547,"10.0.0.6","10.0.0.3",0.8075
1466420547,"10.0.0.6","10.0.0.5",0.98
1466420573,"10.0.0.6","10.0.0.3",0.75875
1466420573,"10.0.0.6","10.0.0.5",0.962
1466420574,"10.0.0.5","10.0.0.2",1
1466420574,"10.0.0.5","10.0.0.3",0.75875
1466420574,"10.0.0.5","10.0.0.6",0.788
1466420574,"10.0.0.5","10.0.0.4",0.947
1466420575,"10.0.0.1","10.0.0.2",1
1466420576,"10.0.0.3","10.0.0.2",1
1466420576,"10.0.0.2","10.0.0.3",0.74
1466420576,"10.0.0.2","10.0.0.1",1
1466420576,"10.0.0.2","10.0.0.5",0.962
1466420576,"10.0.0.3","10.0.0.5",0.962
1466420576,"10.0.0.3","10.0.0.6",0.8135
1466420576,"10.0.0.3","10.0.0.4",0.97
1466420577,"10.0.0.4","10.0.0.3",0.78625
1466420577,"10.0.0.4","10.0.0.5",0.962
1466420603,"10.0.0.4","10.0.0.3",0.90175
1466420603,"10.0.0.4","10.0.0.5",1
1466420604,"10.0.0.6","10.0.0.3",0.898
1466420604,"10.0.0.6","10.0.0.5",1
1466420605,"10.0.0.5","10.0.0.2",1
1466420605,"10.0.0.5","10.0.0.3",0.87925
1466420605,"10.0.0.5","10.0.0.6",0.894
1466420605,"10.0.0.5","10.0.0.4",1
1466420606,"10.0.0.1","10.0.0.2",1
1466420607,"10.0.0.3","10.0.0.2",1
1466420607,"10.0.0.2","10.0.0.3",0.87925
1466420607,"10.0.0.2","10.0.0.1",1
1466420607,"10.0.0.2","10.0.0.5",1
