"SystemTime","IpAddress","Neighbor","meanLinkQuality"
1466420607,"10.0.0.3","10.0.0.5",1
1466420607,"10.0.0.3","10.0.0.6",0.8485
1466420607,"10.0.0.3","10.0.0.4",1
1466420633,"10.0.0.3","10.0.0.2",1
1466420633,"10.0.0.2","10.0.0.3",0.8185
1466420633,"10.0.0.2","10.0.0.1",1
1466420633,"10.0.0.2","10.0.0.5",0.962
1466420633,"10.0.0.3","10.0.0.5",0.962
1466420633,"10.0.0.3","10.0.0.6",0.8485
1466420633,"10.0.0.3","10.0.0.4",1
1466420634,"10.0.0.4","10.0.0.3",0.8165
1466420634,"10.0.0.4","10.0.0.5",0.962
1466420635,"10.0.0.6","10.0.0.3",0.8115
1466420635,"10.0.0.6","10.0.0.5",0.962
1466420636,"10.0.0.5","10.0.0.2",1
1466420636,"10.0.0.5","10.0.0.3",0.8115
1466420636,"10.0.0.5","10.0.0.6",0.8485
1466420636,"10.0.0.5","10.0.0.4",1
1466420637,"10.0.0.1","10.0.0.2",1
1466420663,"10.0.0.1","10.0.0.2",1
1466420664,"10.0.0.3","10.0.0.2",1
1466420664,"10.0.0.2","10.0.0.3",0.82125
1466420664,"10.0.0.2","10.0.0.1",1
1466420664,"10.0.0.3","10.0.0.5",0.900333333333333
1466420664,"10.0.0.3","10.0.0.6",0.7345
1466420664,"10.0.0.3","10.0.0.4",0.913
1466420665,"10.0.0.4","10.0.0.3",0.78125
1466420665,"10.0.0.4","10.0.0.5",0.844
1466420666,"10.0.0.6","10.0.0.3",0.7725
1466420666,"10.0.0.6","10.0.0.5",0.84
1466420667,"10.0.0.5","10.0.0.2",1
1466420667,"10.0.0.5","10.0.0.3",0.7565
1466420667,"10.0.0.5","10.0.0.6",0.786
1466420667,"10.0.0.5","10.0.0.4",0.89
1466420693,"10.0.0.5","10.0.0.3",0.708
1466420693,"10.0.0.5","10.0.0.6",0.662
1466420693,"10.0.0.5","10.0.0.4",0.813
1466420694,"10.0.0.1","10.0.0.2",0.9155
1466420695,"10.0.0.3","10.0.0.2",0.9155
1466420695,"10.0.0.2","10.0.0.3",0.708
1466420695,"10.0.0.2","10.0.0.1",1
1466420695,"10.0.0.2","10.0.0.5",0.905666666666667
1466420695,"10.0.0.3","10.0.0.5",0.891333333333333
1466420695,"10.0.0.3","10.0.0.6",0.662
1466420695,"10.0.0.3","10.0.0.4",0.813
1466420696,"10.0.0.4","10.0.0.3",0.702666666666667
1466420696,"10.0.0.4","10.0.0.5",0.885666666666667
1466420697,"10.0.0.6","10.0.0.3",0.5595
1466420697,"10.0.0.6","10.0.0.5",0.899333333333333
1466420723,"10.0.0.6","10.0.0.3",0.778
1466420723,"10.0.0.6","10.0.0.5",0.929333333333333
1466420724,"10.0.0.5","10.0.0.2",1
1466420724,"10.0.0.5","10.0.0.3",0.77325
1466420724,"10.0.0.5","10.0.0.6",0.6075
1466420724,"10.0.0.5","10.0.0.4",0.6425
1466420725,"10.0.0.1","10.0.0.2",1
1466420726,"10.0.0.3","10.0.0.2",1
1466420726,"10.0.0.2","10.0.0.3",0.76825
1466420726,"10.0.0.2","10.0.0.1",0.831
1466420726,"10.0.0.2","10.0.0.5",0.929333333333333
1466420726,"10.0.0.3","10.0.0.5",0.929333333333333
1466420726,"10.0.0.3","10.0.0.6",0.627
1466420726,"10.0.0.3","10.0.0.4",0.657
1466420727,"10.0.0.4","10.0.0.3",0.77325
1466420727,"10.0.0.4","10.0.0.5",0.929333333333333
1466420753,"10.0.0.4","10.0.0.3",0.8505
1466420753,"10.0.0.4","10.0.0.5",0.910666666666667
1466420754,"10.0.0.6","10.0.0.3",0.82
1466420754,"10.0.0.6","10.0.0.5",0.901666666666667
1466420755,"10.0.0.5","10.0.0.2",0.943
1466420755,"10.0.0.5","10.0.0.3",0.85825
1466420755,"10.0.0.5","10.0.0.6",0.795
1466420755,"10.0.0.5","10.0.0.4",0.919
1466420756,"10.0.0.1","10.0.0.2",0.943
1466420757,"10.0.0.3","10.0.0.2",0.943
1466420757,"10.0.0.2","10.0.0.3",0.775
1466420757,"10.0.0.2","10.0.0.1",0.886
1466420757,"10.0.0.3","10.0.0.5",0.939666666666667
1466420757,"10.0.0.3","10.0.0.6",0.8325
1466420757,"10.0.0.3","10.0.0.4",0.942
1466420783,"10.0.0.3","10.0.0.2",1
1466420783,"10.0.0.2","10.0.0.3",0.87425
1466420783,"10.0.0.2","10.0.0.1",1
1466420783,"10.0.0.3","10.0.0.5",0.943666666666667
1466420783,"10.0.0.3","10.0.0.6",0.9155
1466420783,"10.0.0.3","10.0.0.4",0.774
1466420784,"10.0.0.4","10.0.0.3",0.88825
1466420784,"10.0.0.4","10.0.0.5",0.943666666666667
1466420785,"10.0.0.6","10.0.0.3",0.88825
1466420785,"10.0.0.6","10.0.0.5",0.943666666666667
1466420786,"10.0.0.5","10.0.0.3",0.88825
1466420786,"10.0.0.5","10.0.0.6",0.8645
1466420786,"10.0.0.5","10.0.0.4",0.7465
1466420787,"10.0.0.1","10.0.0.2",0.947
1466420813,"10.0.0.1","10.0.0.2",0.939
1466420814,"10.0.0.3","10.0.0.2",0.9155
1466420814,"10.0.0.2","10.0.0.3",0.824
1466420814,"10.0.0.2","10.0.0.1",1
1466420814,"10.0.0.2","10.0.0.5",0.946333333333333
1466420814,"10.0.0.3","10.0.0.5",0.946333333333333
1466420814,"10.0.0.3","10.0.0.6",0.678
1466420814,"10.0.0.3","10.0.0.4",0.7835
1466420815,"10.0.0.4","10.0.0.3",0.824
1466420815,"10.0.0.4","10.0.0.5",0.946333333333333
1466420816,"10.0.0.6","10.0.0.3",0.824
1466420816,"10.0.0.6","10.0.0.5",0.946333333333333
1466420817,"10.0.0.5","10.0.0.2",0.9155
1466420817,"10.0.0.5","10.0.0.3",0.824
1466420817,"10.0.0.5","10.0.0.6",0.678
1466420817,"10.0.0.5","10.0.0.4",0.8855
1466420843,"10.0.0.5","10.0.0.2",0.947
1466420843,"10.0.0.5","10.0.0.3",0.77975
1466420843,"10.0.0.5","10.0.0.6",0.798
1466420843,"10.0.0.5","10.0.0.4",0.939
1466420844,"10.0.0.1","10.0.0.2",0.97
1466420845,"10.0.0.3","10.0.0.2",0.97
1466420845,"10.0.0.2","10.0.0.3",0.823
1466420845,"10.0.0.2","10.0.0.1",1
1466420845,"10.0.0.2","10.0.0.5",0.887333333333333
1466420845,"10.0.0.3","10.0.0.5",0.887333333333333
1466420845,"10.0.0.3","10.0.0.6",0.888
1466420845,"10.0.0.3","10.0.0.4",0.825
1466420846,"10.0.0.4","10.0.0.3",0.73575
1466420846,"10.0.0.4","10.0.0.5",0.887333333333333
1466420847,"10.0.0.6","10.0.0.3",0.7085
1466420847,"10.0.0.6","10.0.0.5",0.89
1466420873,"10.0.0.6","10.0.0.3",0.716
1466420873,"10.0.0.6","10.0.0.5",0.863333333333333
1466420874,"10.0.0.5","10.0.0.3",0.7025
1466420874,"10.0.0.5","10.0.0.6",0.733
1466420874,"10.0.0.5","10.0.0.4",0.5545
1466420875,"10.0.0.1","10.0.0.2",0.9195
1466420876,"10.0.0.3","10.0.0.2",0.888
1466420876,"10.0.0.2","10.0.0.3",0.7025
1466420876,"10.0.0.2","10.0.0.1",0.886
1466420876,"10.0.0.3","10.0.0.5",0.855666666666667
1466420876,"10.0.0.3","10.0.0.6",0.7605
1466420876,"10.0.0.3","10.0.0.4",0.564
1466420877,"10.0.0.4","10.0.0.3",0.68975
1466420877,"10.0.0.4","10.0.0.5",0.869
1466420903,"10.0.0.4","10.0.0.3",0.82575
1466420903,"10.0.0.4","10.0.0.5",0.887333333333333
1466420904,"10.0.0.6","10.0.0.3",0.83075
1466420904,"10.0.0.6","10.0.0.5",0.887333333333333
1466420905,"10.0.0.5","10.0.0.2",0.947
1466420905,"10.0.0.5","10.0.0.3",0.84425
1466420905,"10.0.0.5","10.0.0.6",0.835
1466420905,"10.0.0.5","10.0.0.4",0.813
1466420906,"10.0.0.1","10.0.0.2",0.947
1466420907,"10.0.0.3","10.0.0.2",0.947
1466420907,"10.0.0.2","10.0.0.3",0.84425
1466420907,"10.0.0.2","10.0.0.1",1
1466420907,"10.0.0.3","10.0.0.5",0.910666666666667
1466420907,"10.0.0.3","10.0.0.6",0.835
1466420907,"10.0.0.3","10.0.0.4",0.821
1466420933,"10.0.0.2","10.0.0.3",0.937
1466420933,"10.0.0.2","10.0.0.1",1
1466420934,"10.0.0.4","10.0.0.3",0.937
1466420934,"10.0.0.4","10.0.0.5",0.964666666666667
1466420935,"10.0.0.6","10.0.0.3",0.899
1466420935,"10.0.0.6","10.0.0.5",0.98
1466420936,"10.0.0.5","10.0.0.3",0.937
1466420936,"10.0.0.5","10.0.0.6",0.9155
1466420936,"10.0.0.5","10.0.0.4",0.947
1466420937,"10.0.0.1","10.0.0.2",0.9685
1466420963,"10.0.0.1","10.0.0.2",0.947
1466420964,"10.0.0.3","10.0.0.2",0.943
1466420964,"10.0.0.2","10.0.0.3",0.6965
1466420964,"10.0.0.2","10.0.0.1",1
1466420964,"10.0.0.2","10.0.0.5",0.958
1466420964,"10.0.0.3","10.0.0.5",0.909666666666667
1466420964,"10.0.0.3","10.0.0.6",0.7765
1466420964,"10.0.0.3","10.0.0.4",0.825
1466420965,"10.0.0.4","10.0.0.3",0.669
1466420965,"10.0.0.4","10.0.0.5",0.958
1466420966,"10.0.0.6","10.0.0.3",0.6475
1466420966,"10.0.0.6","10.0.0.5",0.962
1466420967,"10.0.0.5","10.0.0.3",0.6475
1466420967,"10.0.0.5","10.0.0.6",0.692
1466420967,"10.0.0.5","10.0.0.4",0.731
1466420993,"10.0.0.5","10.0.0.3",0.62325
1466420993,"10.0.0.5","10.0.0.6",0.69
1466420993,"10.0.0.5","10.0.0.4",0.6685
1466420994,"10.0.0.1","10.0.0.2",0.888
1466420995,"10.0.0.3","10.0.0.2",0.888
1466420995,"10.0.0.2","10.0.0.3",0.63975
1466420995,"10.0.0.2","10.0.0.1",0.894
1466420995,"10.0.0.3","10.0.0.5",0.794333333333333
1466420995,"10.0.0.3","10.0.0.6",0.7485
1466420995,"10.0.0.3","10.0.0.4",0.6585
1466420996,"10.0.0.4","10.0.0.3",0.674
1466420996,"10.0.0.4","10.0.0.5",0.794333333333333
1466420998,"10.0.0.6","10.0.0.3",0.672
1466420998,"10.0.0.6","10.0.0.5",0.761666666666667
1466421023,"10.0.0.6","10.0.0.3",0.7965
1466421023,"10.0.0.6","10.0.0.5",0.855666666666667
1466421024,"10.0.0.5","10.0.0.3",0.81325
1466421024,"10.0.0.5","10.0.0.6",0.7185
1466421024,"10.0.0.5","10.0.0.4",0.8585
1466421025,"10.0.0.1","10.0.0.2",1
1466421026,"10.0.0.3","10.0.0.2",1
1466421026,"10.0.0.2","10.0.0.3",0.81625
1466421026,"10.0.0.2","10.0.0.1",1
1466421026,"10.0.0.3","10.0.0.5",0.891
1466421026,"10.0.0.3","10.0.0.6",0.758
1466421026,"10.0.0.3","10.0.0.4",0.8585
1466421027,"10.0.0.4","10.0.0.3",0.82925
1466421027,"10.0.0.4","10.0.0.5",0.888333333333333
1466421054,"10.0.0.6","10.0.0.3",0.87825
1466421054,"10.0.0.6","10.0.0.5",0.904
1466421055,"10.0.0.5","10.0.0.3",0.85175
1466421055,"10.0.0.5","10.0.0.6",0.7735
1466421055,"10.0.0.5","10.0.0.4",0.7565
1466421057,"10.0.0.1","10.0.0.2",1
1466421057,"10.0.0.3","10.0.0.2",1
1466421057,"10.0.0.2","10.0.0.3",0.87825
1466421057,"10.0.0.2","10.0.0.1",0.894
1466421057,"10.0.0.3","10.0.0.5",0.904
1466421057,"10.0.0.3","10.0.0.6",0.762
1466421057,"10.0.0.3","10.0.0.4",0.723
1466421083,"10.0.0.2","10.0.0.3",0.8175
1466421083,"10.0.0.2","10.0.0.1",1
1466421084,"10.0.0.4","10.0.0.3",0.80375
1466421084,"10.0.0.4","10.0.0.5",0.923666666666667
1466421086,"10.0.0.5","10.0.0.3",0.80375
1466421086,"10.0.0.6","10.0.0.3",0.80375
1466421086,"10.0.0.6","10.0.0.5",0.923666666666667
1466421086,"10.0.0.5","10.0.0.6",0.698
1466421086,"10.0.0.5","10.0.0.4",0.6565
1466421114,"10.0.0.1","10.0.0.2",1
1466421114,"10.0.0.3","10.0.0.2",1
1466421114,"10.0.0.2","10.0.0.3",0.6655
1466421114,"10.0.0.2","10.0.0.1",0.886
1466421114,"10.0.0.3","10.0.0.5",0.850666666666667
1466421114,"10.0.0.3","10.0.0.6",0.7325
1466421114,"10.0.0.3","10.0.0.4",0.517
1466421115,"10.0.0.4","10.0.0.3",0.7065
1466421115,"10.0.0.4","10.0.0.5",0.832333333333333
1466421117,"10.0.0.6","10.0.0.3",0.69675
1466421117,"10.0.0.6","10.0.0.5",0.825666666666667
1466421118,"10.0.0.5","10.0.0.3",0.71525
1466421118,"10.0.0.5","10.0.0.6",0.6875
1466421118,"10.0.0.5","10.0.0.4",0.5135
1466421143,"10.0.0.5","10.0.0.3",0.74775
1466421143,"10.0.0.5","10.0.0.6",0.558
1466421143,"10.0.0.5","10.0.0.4",0.664
1466421145,"10.0.0.1","10.0.0.2",0.9685
1466421145,"10.0.0.3","10.0.0.2",0.9685
1466421145,"10.0.0.2","10.0.0.3",0.74775
1466421145,"10.0.0.2","10.0.0.1",0.831
1466421145,"10.0.0.3","10.0.0.5",0.890666666666667
1466421145,"10.0.0.3","10.0.0.6",0.558
1466421145,"10.0.0.3","10.0.0.4",0.672
1466421146,"10.0.0.4","10.0.0.3",0.74775
1466421146,"10.0.0.4","10.0.0.5",0.890666666666667
1466421148,"10.0.0.6","10.0.0.3",0.71825
1466421148,"10.0.0.6","10.0.0.5",0.872666666666667
1466421174,"10.0.0.6","10.0.0.3",0.6485
1466421174,"10.0.0.6","10.0.0.5",0.872666666666667
1466421175,"10.0.0.5","10.0.0.3",0.6975
1466421175,"10.0.0.5","10.0.0.6",0.5605
1466421175,"10.0.0.5","10.0.0.4",0.425
1466421176,"10.0.0.1","10.0.0.2",0.9155
1466421176,"10.0.0.3","10.0.0.2",0.9095
1466421176,"10.0.0.2","10.0.0.3",0.70475
1466421176,"10.0.0.2","10.0.0.1",1
1466421176,"10.0.0.3","10.0.0.5",0.924
1466421176,"10.0.0.3","10.0.0.6",0.6015
1466421176,"10.0.0.3","10.0.0.4",0.4305
1466421177,"10.0.0.4","10.0.0.3",0.675
1466421177,"10.0.0.4","10.0.0.5",0.890666666666667
1466421205,"10.0.0.6","10.0.0.3",0.8175
1466421205,"10.0.0.6","10.0.0.5",0.857
1466421206,"10.0.0.5","10.0.0.3",0.8175
1466421206,"10.0.0.5","10.0.0.6",0.629
1466421206,"10.0.0.5","10.0.0.4",0.684
1466421207,"10.0.0.1","10.0.0.2",0.943
1466421207,"10.0.0.3","10.0.0.2",0.943
1466421207,"10.0.0.3","10.0.0.5",0.857
1466421207,"10.0.0.3","10.0.0.6",0.629
1466421207,"10.0.0.3","10.0.0.4",0.684
1466421208,"10.0.0.2","10.0.0.3",0.8175
1466421208,"10.0.0.4","10.0.0.3",0.82025
1466421208,"10.0.0.2","10.0.0.1",1
1466421208,"10.0.0.4","10.0.0.5",0.857
1466421233,"10.0.0.1","10.0.0.2",1
1466421233,"10.0.0.3","10.0.0.2",1
1466421233,"10.0.0.2","10.0.0.3",0.899
1466421233,"10.0.0.4","10.0.0.3",0.899
1466421233,"10.0.0.2","10.0.0.1",1
1466421233,"10.0.0.3","10.0.0.5",1
1466421233,"10.0.0.4","10.0.0.5",0.981333333333333
1466421233,"10.0.0.3","10.0.0.6",0.888
1466421233,"10.0.0.3","10.0.0.4",0.97
1466421236,"10.0.0.6","10.0.0.3",0.9155
1466421236,"10.0.0.6","10.0.0.5",1
1466421237,"10.0.0.5","10.0.0.3",0.9155
1466421237,"10.0.0.5","10.0.0.6",0.888
1466421237,"10.0.0.5","10.0.0.4",0.97
1466421264,"10.0.0.1","10.0.0.2",1
1466421264,"10.0.0.3","10.0.0.2",1
1466421264,"10.0.0.2","10.0.0.3",0.942
1466421264,"10.0.0.4","10.0.0.3",0.942
1466421264,"10.0.0.2","10.0.0.1",1
1466421264,"10.0.0.3","10.0.0.5",0.964666666666667
1466421264,"10.0.0.4","10.0.0.5",0.964666666666667
1466421264,"10.0.0.3","10.0.0.6",0.8605
1466421264,"10.0.0.3","10.0.0.4",0.8625
1466421267,"10.0.0.6","10.0.0.3",0.942
1466421267,"10.0.0.6","10.0.0.5",0.964666666666667
1466421268,"10.0.0.5","10.0.0.3",0.942
1466421268,"10.0.0.5","10.0.0.6",0.8605
1466421268,"10.0.0.5","10.0.0.4",0.8625
1466421294,"10.0.0.5","10.0.0.3",0.939
1466421294,"10.0.0.5","10.0.0.6",0.8135
1466421294,"10.0.0.5","10.0.0.4",1
1466421295,"10.0.0.1","10.0.0.2",1
1466421295,"10.0.0.3","10.0.0.2",1
1466421295,"10.0.0.2","10.0.0.3",0.953
1466421295,"10.0.0.4","10.0.0.3",0.953
1466421295,"10.0.0.2","10.0.0.1",1
1466421295,"10.0.0.3","10.0.0.5",1
1466421295,"10.0.0.4","10.0.0.5",1
1466421295,"10.0.0.3","10.0.0.6",0.8135
1466421295,"10.0.0.3","10.0.0.4",1
1466421298,"10.0.0.6","10.0.0.3",0.93025
1466421298,"10.0.0.6","10.0.0.5",1
1466421324,"10.0.0.6","10.0.0.3",0.91075
1466421324,"10.0.0.6","10.0.0.5",1
1466421325,"10.0.0.5","10.0.0.3",0.894
1466421325,"10.0.0.5","10.0.0.6",0.841
1466421325,"10.0.0.5","10.0.0.4",1
1466421326,"10.0.0.1","10.0.0.2",0.9155
1466421326,"10.0.0.3","10.0.0.2",0.9095
1466421326,"10.0.0.2","10.0.0.3",0.899
1466421326,"10.0.0.4","10.0.0.3",0.894
1466421326,"10.0.0.2","10.0.0.1",1
1466421326,"10.0.0.3","10.0.0.5",0.962
1466421326,"10.0.0.4","10.0.0.5",0.962
1466421326,"10.0.0.3","10.0.0.6",0.6955
1466421326,"10.0.0.3","10.0.0.4",1
1466421355,"10.0.0.6","10.0.0.3",0.8045
1466421355,"10.0.0.6","10.0.0.5",0.941
1466421356,"10.0.0.5","10.0.0.3",0.79775
1466421356,"10.0.0.5","10.0.0.6",0.597
1466421356,"10.0.0.5","10.0.0.4",0.831
1466421357,"10.0.0.1","10.0.0.2",0.7765
1466421357,"10.0.0.3","10.0.0.2",0.7855
1466421357,"10.0.0.4","10.0.0.3",0.8045
1466421357,"10.0.0.3","10.0.0.5",0.941
1466421357,"10.0.0.4","10.0.0.5",0.941
1466421357,"10.0.0.3","10.0.0.6",0.5895
1466421357,"10.0.0.3","10.0.0.4",0.831
1466421358,"10.0.0.2","10.0.0.3",0.79775
1466421358,"10.0.0.2","10.0.0.1",0.878
1466421383,"10.0.0.1","10.0.0.2",0.9155
1466421383,"10.0.0.3","10.0.0.2",0.8605
1466421383,"10.0.0.2","10.0.0.3",0.76425
1466421383,"10.0.0.4","10.0.0.3",0.7035
1466421383,"10.0.0.2","10.0.0.1",0.831
1466421383,"10.0.0.3","10.0.0.5",0.879333333333333
1466421383,"10.0.0.4","10.0.0.5",0.922666666666667
1466421383,"10.0.0.3","10.0.0.6",0.5975
1466421383,"10.0.0.3","10.0.0.4",0.766
1466421386,"10.0.0.6","10.0.0.3",0.728
1466421386,"10.0.0.6","10.0.0.5",0.886
1466421387,"10.0.0.5","10.0.0.3",0.719
1466421387,"10.0.0.5","10.0.0.6",0.619
1466421387,"10.0.0.5","10.0.0.4",0.776
1466421414,"10.0.0.1","10.0.0.2",0.841
1466421414,"10.0.0.3","10.0.0.2",0.8605
1466421414,"10.0.0.2","10.0.0.3",0.7445
1466421414,"10.0.0.4","10.0.0.3",0.7455
1466421414,"10.0.0.2","10.0.0.1",0.94
1466421414,"10.0.0.3","10.0.0.5",0.943666666666667
1466421414,"10.0.0.4","10.0.0.5",0.928
1466421414,"10.0.0.3","10.0.0.6",0.511
1466421414,"10.0.0.3","10.0.0.4",0.79
1466421417,"10.0.0.6","10.0.0.3",0.7525
1466421417,"10.0.0.6","10.0.0.5",0.895333333333333
1466421418,"10.0.0.5","10.0.0.3",0.76525
1466421418,"10.0.0.5","10.0.0.6",0.4775
1466421418,"10.0.0.5","10.0.0.4",0.858
1466421444,"10.0.0.5","10.0.0.3",0.78875
1466421444,"10.0.0.5","10.0.0.6",0.409
1466421444,"10.0.0.5","10.0.0.4",0.637
1466421445,"10.0.0.1","10.0.0.2",0.888
1466421445,"10.0.0.3","10.0.0.2",0.86
1466421445,"10.0.0.4","10.0.0.3",0.76025
1466421445,"10.0.0.3","10.0.0.5",0.908333333333333
1466421445,"10.0.0.4","10.0.0.5",0.908333333333333
1466421445,"10.0.0.3","10.0.0.6",0.409
1466421445,"10.0.0.3","10.0.0.4",0.637
1466421446,"10.0.0.2","10.0.0.3",0.776
1466421446,"10.0.0.2","10.0.0.1",0.831
1466421474,"10.0.0.6","10.0.0.3",0.77125
1466421474,"10.0.0.6","10.0.0.5",0.922666666666667
1466421475,"10.0.0.5","10.0.0.3",0.792
1466421475,"10.0.0.5","10.0.0.6",0.4955
1466421475,"10.0.0.5","10.0.0.4",0.732
1466421476,"10.0.0.1","10.0.0.2",0.841
1466421476,"10.0.0.3","10.0.0.2",0.841
1466421476,"10.0.0.4","10.0.0.3",0.8035
1466421476,"10.0.0.3","10.0.0.5",0.922666666666667
1466421476,"10.0.0.4","10.0.0.5",0.905666666666667
1466421476,"10.0.0.3","10.0.0.6",0.4955
1466421476,"10.0.0.3","10.0.0.4",0.732
1466421477,"10.0.0.2","10.0.0.3",0.8035
1466421477,"10.0.0.2","10.0.0.1",0.831
1466421505,"10.0.0.6","10.0.0.3",0.80275
1466421505,"10.0.0.6","10.0.0.5",0.923666666666667
1466421506,"10.0.0.5","10.0.0.3",0.80275
1466421506,"10.0.0.5","10.0.0.6",0.7565
1466421506,"10.0.0.5","10.0.0.4",0.909
1466421507,"10.0.0.1","10.0.0.2",0.866
1466421507,"10.0.0.3","10.0.0.2",0.9155
1466421507,"10.0.0.4","10.0.0.3",0.78775
1466421507,"10.0.0.3","10.0.0.5",0.923666666666667
1466421507,"10.0.0.4","10.0.0.5",0.923666666666667
1466421507,"10.0.0.3","10.0.0.6",0.7465
1466421507,"10.0.0.3","10.0.0.4",0.939
1466421508,"10.0.0.2","10.0.0.3",0.80275
1466421508,"10.0.0.2","10.0.0.1",0.94
1466421533,"10.0.0.1","10.0.0.2",0.947
1466421533,"10.0.0.3","10.0.0.2",0.943
1466421533,"10.0.0.4","10.0.0.3",0.8435
1466421533,"10.0.0.3","10.0.0.5",1
1466421533,"10.0.0.4","10.0.0.5",1
1466421533,"10.0.0.3","10.0.0.6",0.9155
1466421533,"10.0.0.3","10.0.0.4",1
1466421534,"10.0.0.2","10.0.0.3",0.8435
1466421534,"10.0.0.2","10.0.0.1",1
1466421536,"10.0.0.6","10.0.0.3",0.8435
1466421536,"10.0.0.6","10.0.0.5",1
1466421537,"10.0.0.5","10.0.0.3",0.8435
1466421537,"10.0.0.5","10.0.0.6",0.9155
1466421537,"10.0.0.5","10.0.0.4",1
1466421564,"10.0.0.1","10.0.0.2",0.943
1466421564,"10.0.0.3","10.0.0.2",0.894
1466421564,"10.0.0.4","10.0.0.3",0.84775
1466421564,"10.0.0.3","10.0.0.5",0.869
1466421564,"10.0.0.4","10.0.0.5",0.867
1466421564,"10.0.0.3","10.0.0.6",0.7765
1466421564,"10.0.0.3","10.0.0.4",0.678
1466421565,"10.0.0.2","10.0.0.3",0.81725
1466421565,"10.0.0.2","10.0.0.1",0.894
1466421567,"10.0.0.6","10.0.0.3",0.82525
1466421567,"10.0.0.6","10.0.0.5",0.869
1466421568,"10.0.0.5","10.0.0.3",0.84775
1466421568,"10.0.0.5","10.0.0.6",0.7765
1466421568,"10.0.0.5","10.0.0.4",0.6915
1466421593,"10.0.0.6","10.0.0.3",0.7865
1466421593,"10.0.0.6","10.0.0.5",0.905333333333333
1466421594,"10.0.0.5","10.0.0.3",0.81475
1466421594,"10.0.0.5","10.0.0.6",0.6735
1466421594,"10.0.0.5","10.0.0.4",0.6345
1466421595,"10.0.0.1","10.0.0.2",0.733
1466421595,"10.0.0.3","10.0.0.2",0.7185
1466421595,"10.0.0.4","10.0.0.3",0.81775
1466421595,"10.0.0.3","10.0.0.5",0.925
1466421595,"10.0.0.4","10.0.0.5",0.929333333333333
1466421595,"10.0.0.3","10.0.0.6",0.6875
1466421595,"10.0.0.3","10.0.0.4",0.77
1466421596,"10.0.0.2","10.0.0.3",0.80525
1466421596,"10.0.0.2","10.0.0.1",0.94
1466421624,"10.0.0.6","10.0.0.3",0.73275
1466421624,"10.0.0.6","10.0.0.5",0.903666666666667
1466421625,"10.0.0.5","10.0.0.3",0.72975
1466421625,"10.0.0.5","10.0.0.6",0.5955
1466421625,"10.0.0.5","10.0.0.4",0.727
1466421626,"10.0.0.1","10.0.0.2",0.8035
1466421626,"10.0.0.3","10.0.0.2",0.8035
1466421626,"10.0.0.4","10.0.0.3",0.7075
1466421626,"10.0.0.3","10.0.0.5",0.903666666666667
1466421626,"10.0.0.4","10.0.0.5",0.903666666666667
1466421626,"10.0.0.3","10.0.0.6",0.633
1466421626,"10.0.0.3","10.0.0.4",0.7425
1466421627,"10.0.0.2","10.0.0.3",0.7455
1466421627,"10.0.0.2","10.0.0.1",1
1466421655,"10.0.0.6","10.0.0.3",0.715
1466421655,"10.0.0.6","10.0.0.5",0.905666666666667
1466421656,"10.0.0.5","10.0.0.3",0.75425
1466421656,"10.0.0.5","10.0.0.6",0.664
1466421656,"10.0.0.5","10.0.0.4",0.7465
1466421657,"10.0.0.1","10.0.0.2",0.9235
1466421657,"10.0.0.3","10.0.0.2",0.947
1466421657,"10.0.0.4","10.0.0.3",0.74025
1466421657,"10.0.0.3","10.0.0.5",0.869
1466421657,"10.0.0.4","10.0.0.5",0.873
1466421657,"10.0.0.3","10.0.0.6",0.6075
1466421657,"10.0.0.3","10.0.0.4",0.8235
1466421683,"10.0.0.1","10.0.0.2",0.97
1466421683,"10.0.0.3","10.0.0.2",0.97
1466421683,"10.0.0.3","10.0.0.5",0.849
1466421683,"10.0.0.3","10.0.0.6",0.615
1466421683,"10.0.0.3","10.0.0.4",0.7365
1466421684,"10.0.0.2","10.0.0.3",0.88675
1466421684,"10.0.0.2","10.0.0.1",0.878
1466421686,"10.0.0.6","10.0.0.3",0.8515
1466421686,"10.0.0.6","10.0.0.5",0.855666666666667
1466421687,"10.0.0.5","10.0.0.3",0.8505
1466421687,"10.0.0.5","10.0.0.6",0.615
1466421687,"10.0.0.5","10.0.0.4",0.831
1466421714,"10.0.0.1","10.0.0.2",1
1466421714,"10.0.0.3","10.0.0.2",1
1466421714,"10.0.0.4","10.0.0.3",0.894
1466421714,"10.0.0.3","10.0.0.5",1
1466421714,"10.0.0.4","10.0.0.5",0.981333333333333
1466421714,"10.0.0.3","10.0.0.6",0.943
1466421714,"10.0.0.3","10.0.0.4",1
1466421715,"10.0.0.2","10.0.0.3",0.85875
1466421715,"10.0.0.2","10.0.0.1",1
1466421717,"10.0.0.6","10.0.0.3",0.85875
1466421717,"10.0.0.6","10.0.0.5",1
1466421743,"10.0.0.6","10.0.0.3",0.841
1466421743,"10.0.0.6","10.0.0.5",0.942
1466421744,"10.0.0.5","10.0.0.3",0.82875
1466421744,"10.0.0.5","10.0.0.6",0.5645
1466421744,"10.0.0.5","10.0.0.4",0.69
1466421745,"10.0.0.1","10.0.0.2",0.8325
1466421745,"10.0.0.3","10.0.0.2",0.815
1466421745,"10.0.0.4","10.0.0.3",0.82875
1466421745,"10.0.0.3","10.0.0.5",0.942
1466421745,"10.0.0.4","10.0.0.5",0.942
