SystemTime,destinationIP,lastHopIP,linkQuality,neighborLinkQuality,tcEdgeCost,validityTime
1466418624,10.0.0.4,10.0.0.3,0.776,1,1318,278639
1466418624,10.0.0.5,10.0.0.3,0.944,0.894,1211,278639
1466418624,10.0.0.6,10.0.0.3,0.521,0.388,5057,278639
1466418624,10.0.0.3,10.0.0.4,1,0.796,1286,275551
1466418624,10.0.0.5,10.0.0.4,1,1,1024,275551
1466418624,10.0.0.3,10.0.0.5,0.894,1,1145,274004
1466418624,10.0.0.4,10.0.0.5,1,1,1024,274004
1466418624,10.0.0.6,10.0.0.5,1,1,1024,274004
1466418624,10.0.0.3,10.0.0.6,0.419,0.521,4678,281516
1466418624,10.0.0.5,10.0.0.6,1,1,1024,281516
1466418655,10.0.0.2,10.0.0.1,1,1,1024,0
1466418655,10.0.0.1,10.0.0.2,1,1,1024,275314
1466418655,10.0.0.3,10.0.0.2,0.94,0.886,1227,275314
1466418655,10.0.0.2,10.0.0.3,0.886,1,1155,279444
1466418655,10.0.0.4,10.0.0.3,0.819,0.94,1327,279444
1466418655,10.0.0.5,10.0.0.3,0.831,0.721,1706,279444
1466418655,10.0.0.6,10.0.0.3,0.211,0.553,8745,279444
1466418655,10.0.0.3,10.0.0.4,0.886,0.831,1389,281385
1466418655,10.0.0.5,10.0.0.4,1,0.721,1419,281385
1466418655,10.0.0.3,10.0.0.5,0.721,0.796,1782,278180
1466418655,10.0.0.4,10.0.0.5,0.607,1,1684,278180
1466418655,10.0.0.6,10.0.0.5,0.721,1,1419,278180
1466418655,10.0.0.3,10.0.0.6,0.553,0.349,5306,281974
1466418655,10.0.0.5,10.0.0.6,1,0.701,1458,281974
1466418686,10.0.0.2,10.0.0.1,1,1,1024,0
1466418686,10.0.0.1,10.0.0.2,1,1,1024,277471
1466418686,10.0.0.3,10.0.0.2,1,0.886,1155,277471
1466418686,10.0.0.2,10.0.0.3,0.886,1,1155,279896
1466418686,10.0.0.4,10.0.0.3,0.831,0.819,1502,279896
1466418686,10.0.0.5,10.0.0.3,0.831,0.607,2026,279896
1466418686,10.0.0.6,10.0.0.3,0.271,0.364,10376,279896
1466418686,10.0.0.3,10.0.0.4,0.721,0.894,1587,275051
1466418686,10.0.0.5,10.0.0.4,1,0.732,1396,275051
1466418686,10.0.0.3,10.0.0.5,0.521,0.831,2361,271846
1466418686,10.0.0.4,10.0.0.5,0.776,1,1318,271846
1466418686,10.0.0.6,10.0.0.5,0.761,0.886,1518,271846
1466418686,10.0.0.3,10.0.0.6,0.298,0.274,12516,282828
1466418686,10.0.0.5,10.0.0.6,0.886,0.761,1518,282828
1466418712,10.0.0.2,10.0.0.1,1,1,1024,0
1466418712,10.0.0.1,10.0.0.2,1,1,1024,277824
1466418712,10.0.0.3,10.0.0.2,1,0.886,1155,277824
1466418712,10.0.0.2,10.0.0.3,0.94,1,1088,280249
1466418712,10.0.0.4,10.0.0.3,0.646,0.886,1785,280249
1466418712,10.0.0.5,10.0.0.3,0.701,0.701,2078,280249
1466418712,10.0.0.6,10.0.0.3,0.329,0.259,12010,280249
1466418712,10.0.0.3,10.0.0.4,0.886,0.721,1601,274707
1466418712,10.0.0.5,10.0.0.4,0.94,0.776,1401,274707
1466418712,10.0.0.3,10.0.0.5,0.701,0.697,2089,271502
1466418712,10.0.0.4,10.0.0.5,0.776,0.94,1401,271502
1466418712,10.0.0.6,10.0.0.5,0.94,0.796,1366,271502
1466418712,10.0.0.3,10.0.0.6,0.227,0.219,20500,273936
1466418712,10.0.0.5,10.0.0.6,0.776,0.894,1474,273936
1466418743,10.0.0.2,10.0.0.1,1,0.831,1231,0
1466418743,10.0.0.1,10.0.0.2,0.894,1,1145,276514
1466418743,10.0.0.3,10.0.0.2,0.886,0.686,1683,276514
1466418743,10.0.0.2,10.0.0.3,0.812,0.94,1340,277333
1466418743,10.0.0.4,10.0.0.3,0.584,0.94,1862,277333
1466418743,10.0.0.5,10.0.0.3,0.607,0.553,3046,277333
1466418743,10.0.0.6,10.0.0.3,0.282,0.576,6291,277333
1466418743,10.0.0.3,10.0.0.4,0.831,0.537,2292,270593
1466418743,10.0.0.5,10.0.0.4,1,0.701,1458,270593
1466418743,10.0.0.3,10.0.0.5,0.553,0.627,2951,277675
1466418743,10.0.0.4,10.0.0.5,0.627,1,1632,277675
1466418743,10.0.0.6,10.0.0.5,0.831,0.839,1467,277675
1466418743,10.0.0.3,10.0.0.6,0.274,0.329,11324,262327
1466418743,10.0.0.5,10.0.0.6,0.94,0.94,1156,262327
1466418774,10.0.0.2,10.0.0.1,1,1,1024,0
1466418774,10.0.0.1,10.0.0.2,1,1,1024,276014
1466418774,10.0.0.3,10.0.0.2,1,0.839,1220,276014
1466418774,10.0.0.2,10.0.0.3,0.831,1,1231,276780
1466418774,10.0.0.4,10.0.0.3,0.553,0.886,2089,276780
1466418774,10.0.0.5,10.0.0.3,0.776,0.553,2385,276780
1466418774,10.0.0.6,10.0.0.3,0.364,0.497,5637,276780
1466418774,10.0.0.3,10.0.0.4,0.886,0.721,1601,265910
1466418774,10.0.0.5,10.0.0.4,1,0.701,1458,265910
1466418774,10.0.0.3,10.0.0.5,0.584,0.732,2389,271794
1466418774,10.0.0.4,10.0.0.5,0.643,1,1592,271794
1466418774,10.0.0.6,10.0.0.5,0.686,0.839,1777,271794
1466418774,10.0.0.3,10.0.0.6,0.497,0.263,7825,283028
1466418774,10.0.0.5,10.0.0.6,0.886,0.607,1900,283028
1466418805,10.0.0.2,10.0.0.1,1,0.886,1155,0
1466418805,10.0.0.1,10.0.0.2,0.831,1,1231,275411
1466418805,10.0.0.3,10.0.0.2,0.886,0.732,1575,275411
1466418805,10.0.0.2,10.0.0.3,0.776,1,1318,277836
1466418805,10.0.0.4,10.0.0.3,0.549,0.662,2814,277836
1466418805,10.0.0.5,10.0.0.3,0.682,0.442,3386,277836
1466418805,10.0.0.6,10.0.0.3,0.419,0.419,5815,277836
1466418805,10.0.0.3,10.0.0.4,0.776,0.553,2385,278069
1466418805,10.0.0.5,10.0.0.4,0.894,0.788,1452,278069
1466418805,10.0.0.3,10.0.0.5,0.396,0.721,3582,276572
1466418805,10.0.0.4,10.0.0.5,0.729,0.894,1570,276572
1466418805,10.0.0.6,10.0.0.5,0.796,0.894,1438,276572
1466418805,10.0.0.3,10.0.0.6,0.396,0.219,11772,278555
1466418805,10.0.0.5,10.0.0.6,0.847,0.697,1731,278555
1466418836,10.0.0.2,10.0.0.1,1,0.886,1155,0
1466418836,10.0.0.1,10.0.0.2,0.886,1,1155,274109
1466418836,10.0.0.3,10.0.0.2,0.831,0.761,1618,274109
1466418836,10.0.0.2,10.0.0.3,0.788,0.831,1562,278086
1466418836,10.0.0.4,10.0.0.3,0.549,0.682,2733,278086
1466418836,10.0.0.5,10.0.0.3,0.94,0.349,3117,278086
1466418836,10.0.0.6,10.0.0.3,0.407,0.098,25609,278086
1466418836,10.0.0.3,10.0.0.4,0.776,0.549,2402,281937
1466418836,10.0.0.5,10.0.0.4,1,0.682,1500,281937
1466418836,10.0.0.3,10.0.0.5,0.313,0.847,3853,271600
1466418836,10.0.0.4,10.0.0.5,0.662,1,1545,271600
1466418836,10.0.0.6,10.0.0.5,0.732,0.894,1561,271600
1466418836,10.0.0.3,10.0.0.6,0.098,0.474,22011,284334
1466418836,10.0.0.5,10.0.0.6,0.886,0.776,1488,284334
1466418862,10.0.0.2,10.0.0.1,1,0.886,1155,0
1466418862,10.0.0.1,10.0.0.2,0.94,1,1088,275315
1466418862,10.0.0.3,10.0.0.2,1,1,1024,275315
1466418862,10.0.0.2,10.0.0.3,1,1,1024,276182
1466418862,10.0.0.4,10.0.0.3,0.607,0.944,1782,276182
1466418862,10.0.0.5,10.0.0.3,0.607,0.38,4428,276182
1466418862,10.0.0.3,10.0.0.4,0.944,0.521,2077,279681
1466418862,10.0.0.5,10.0.0.4,1,0.662,1545,279681
1466418862,10.0.0.3,10.0.0.5,0.442,0.94,2455,254413
1466418862,10.0.0.4,10.0.0.5,0.776,1,1318,254413
1466418862,10.0.0.6,10.0.0.5,0.761,0.878,1532,254413
1466418862,10.0.0.5,10.0.0.6,0.812,0.776,1624,272178
1466418893,10.0.0.2,10.0.0.1,1,1,1024,0
1466418893,10.0.0.1,10.0.0.2,1,1,1024,276266
1466418893,10.0.0.3,10.0.0.2,0.894,0.831,1377,276266
1466418893,10.0.0.2,10.0.0.3,0.839,0.894,1364,276982
1466418893,10.0.0.4,10.0.0.3,0.639,0.894,1791,276982
1466418893,10.0.0.5,10.0.0.3,0.697,0.682,2149,276982
1466418893,10.0.0.6,10.0.0.3,0.329,0.607,5114,276982
1466418893,10.0.0.3,10.0.0.4,0.894,0.662,1728,266609
1466418893,10.0.0.5,10.0.0.4,0.831,0.776,1586,266609
1466418893,10.0.0.3,10.0.0.5,0.682,0.732,2046,277427
1466418893,10.0.0.4,10.0.0.5,0.94,0.776,1401,277427
1466418893,10.0.0.6,10.0.0.5,0.776,0.894,1474,277427
1466418893,10.0.0.3,10.0.0.6,0.607,0.313,5369,279260
1466418893,10.0.0.5,10.0.0.6,0.886,0.732,1575,279260
1466418924,10.0.0.2,10.0.0.1,1,0.894,1145,0
1466418924,10.0.0.1,10.0.0.2,0.894,1,1145,278164
1466418924,10.0.0.3,10.0.0.2,1,1,1024,278164
1466418924,10.0.0.2,10.0.0.3,0.944,1,1083,277068
1466418924,10.0.0.4,10.0.0.3,0.576,0.831,2136,277068
1466418924,10.0.0.5,10.0.0.3,0.627,0.561,2910,277068
1466418924,10.0.0.6,10.0.0.3,0.497,0.274,7489,277068
1466418924,10.0.0.3,10.0.0.4,0.831,0.576,2136,277046
1466418924,10.0.0.5,10.0.0.4,0.94,0.576,1887,277046
1466418924,10.0.0.3,10.0.0.5,0.623,0.627,2617,270080
1466418924,10.0.0.4,10.0.0.5,0.639,0.886,1807,270080
1466418924,10.0.0.6,10.0.0.5,0.662,0.831,1858,270080
1466418924,10.0.0.3,10.0.0.6,0.313,0.446,7301,283316
1466418924,10.0.0.5,10.0.0.6,0.831,0.662,1858,283316
1466418955,10.0.0.2,10.0.0.1,1,0.796,1286,0
1466418955,10.0.0.1,10.0.0.2,0.788,1,1299,277625
1466418955,10.0.0.3,10.0.0.2,1,0.839,1220,277625
1466418955,10.0.0.2,10.0.0.3,0.886,1,1155,278348
1466418955,10.0.0.4,10.0.0.3,0.525,1,1948,278348
1466418955,10.0.0.5,10.0.0.3,0.682,0.894,1678,278348
1466418955,10.0.0.6,10.0.0.3,0.419,0.721,3382,278348
1466418955,10.0.0.3,10.0.0.4,1,0.497,2056,276376
1466418955,10.0.0.5,10.0.0.4,1,0.396,2585,276376
1466418955,10.0.0.3,10.0.0.5,0.94,0.662,1641,275128
1466418955,10.0.0.4,10.0.0.5,0.662,1,1545,275128
1466418955,10.0.0.6,10.0.0.5,0.788,0.776,1673,275128
1466418955,10.0.0.3,10.0.0.6,0.615,0.442,3753,279028
1466418955,10.0.0.5,10.0.0.6,0.831,0.682,1805,279028
1466418986,10.0.0.2,10.0.0.1,1,1,1024,0
1466418986,10.0.0.1,10.0.0.2,1,1,1024,276723
1466418986,10.0.0.3,10.0.0.2,1,1,1024,276723
1466418986,10.0.0.2,10.0.0.3,1,1,1024,277591
1466418986,10.0.0.4,10.0.0.3,1,1,1024,277591
1466418986,10.0.0.5,10.0.0.3,0.944,0.94,1151,277591
1466418986,10.0.0.6,10.0.0.3,0.761,0.721,1865,277591
1466418986,10.0.0.3,10.0.0.4,1,1,1024,277876
1466418986,10.0.0.5,10.0.0.4,1,1,1024,277876
1466418986,10.0.0.3,10.0.0.5,0.94,1,1088,271210
1466418986,10.0.0.4,10.0.0.5,0.839,1,1220,271210
1466418986,10.0.0.6,10.0.0.5,1,0.839,1220,271210
1466418986,10.0.0.3,10.0.0.6,0.721,0.701,2021,282183
1466418986,10.0.0.5,10.0.0.6,0.839,1,1220,282183
1466419012,10.0.0.2,10.0.0.1,1,1,1024,0
1466419012,10.0.0.1,10.0.0.2,1,1,1024,276824
1466419012,10.0.0.3,10.0.0.2,1,1,1024,276824
1466419012,10.0.0.2,10.0.0.3,1,1,1024,277641
1466419012,10.0.0.4,10.0.0.3,0.894,1,1145,277641
1466419012,10.0.0.5,10.0.0.3,0.886,0.748,1542,277641
1466419012,10.0.0.6,10.0.0.3,0.553,0.435,4254,277641
1466419012,10.0.0.3,10.0.0.4,1,1,1024,279582
1466419012,10.0.0.5,10.0.0.4,1,0.886,1155,279582
1466419012,10.0.0.3,10.0.0.5,1,0.944,1083,261174
1466419012,10.0.0.4,10.0.0.5,1,1,1024,261174
1466419012,10.0.0.6,10.0.0.5,1,0.839,1220,261174
1466419012,10.0.0.3,10.0.0.6,0.435,0.529,4443,282229
1466419012,10.0.0.5,10.0.0.6,0.776,0.878,1501,282229
1466419043,10.0.0.2,10.0.0.1,1,0.847,1208,0
1466419043,10.0.0.1,10.0.0.2,0.886,1,1155,276521
1466419043,10.0.0.3,10.0.0.2,1,0.894,1145,276521
1466419043,10.0.0.2,10.0.0.3,0.897,1,1140,278946
1466419043,10.0.0.4,10.0.0.3,0.686,0.761,1961,278946
1466419043,10.0.0.5,10.0.0.3,0.721,0.446,3174,278946
1466419043,10.0.0.6,10.0.0.3,0.282,0.372,9734,278946
1466419043,10.0.0.3,10.0.0.4,0.776,0.819,1609,265014
1466419043,10.0.0.5,10.0.0.4,1,0.623,1642,265014
1466419043,10.0.0.3,10.0.0.5,0.607,0.878,1917,255021
1466419043,10.0.0.4,10.0.0.5,0.623,1,1642,255021
1466419043,10.0.0.6,10.0.0.5,0.643,0.839,1897,255021
1466419043,10.0.0.3,10.0.0.6,0.313,0.263,12422,269321
1466419043,10.0.0.5,10.0.0.6,0.831,0.643,1915,269321
1466419074,10.0.0.2,10.0.0.1,1,0.937,1092,0
1466419074,10.0.0.1,10.0.0.2,0.937,1,1092,276369
1466419074,10.0.0.3,10.0.0.2,0.776,1,1318,276369
1466419074,10.0.0.2,10.0.0.3,1,0.776,1318,278794
1466419074,10.0.0.4,10.0.0.3,0.553,0.839,2206,278794
1466419074,10.0.0.5,10.0.0.3,0.94,0.721,1507,278794
1466419074,10.0.0.6,10.0.0.3,0.129,0.553,14310,278794
1466419074,10.0.0.3,10.0.0.4,0.839,0.529,2304,280735
1466419074,10.0.0.5,10.0.0.4,1,0.662,1545,280735
1466419074,10.0.0.3,10.0.0.5,0.721,0.839,1691,273919
1466419074,10.0.0.4,10.0.0.5,0.662,1,1545,273919
1466419074,10.0.0.6,10.0.0.5,0.721,0.878,1615,273919
1466419074,10.0.0.3,10.0.0.6,0.553,0.364,5077,274050
1466419074,10.0.0.5,10.0.0.6,0.776,0.721,1827,274050
1466419105,10.0.0.2,10.0.0.1,1,0.776,1318,0
1466419105,10.0.0.1,10.0.0.2,0.878,1,1165,274114
1466419105,10.0.0.3,10.0.0.2,1,0.886,1155,274114
1466419105,10.0.0.2,10.0.0.3,0.894,1,1145,276539
1466419105,10.0.0.4,10.0.0.3,0.721,0.894,1587,276539
1466419105,10.0.0.5,10.0.0.3,0.388,0.521,5057,276539
1466419105,10.0.0.6,10.0.0.3,0.207,0.18,27311,276539
1466419105,10.0.0.3,10.0.0.4,0.894,0.646,1769,276673
1466419105,10.0.0.5,10.0.0.4,1,0.776,1318,276673
1466419105,10.0.0.3,10.0.0.5,0.525,0.627,3105,268036
1466419105,10.0.0.4,10.0.0.5,0.721,1,1419,268036
1466419105,10.0.0.6,10.0.0.5,0.721,0.894,1587,268036
1466419105,10.0.0.3,10.0.0.6,0.329,0.274,11324,270271
1466419105,10.0.0.5,10.0.0.6,0.894,0.662,1728,270271
1466419136,10.0.0.2,10.0.0.1,1,0.776,1318,0
1466419136,10.0.0.1,10.0.0.2,0.788,1,1299,274917
1466419136,10.0.0.3,10.0.0.2,0.886,0.886,1303,274917
1466419136,10.0.0.2,10.0.0.3,0.886,0.886,1303,277342
1466419136,10.0.0.4,10.0.0.3,0.529,1,1934,277342
1466419136,10.0.0.5,10.0.0.3,0.776,0.776,1698,277342
1466419136,10.0.0.6,10.0.0.3,0.427,0.435,5503,277342
1466419136,10.0.0.3,10.0.0.4,1,0.627,1632,271844
1466419136,10.0.0.5,10.0.0.4,0.839,0.761,1603,271844
1466419136,10.0.0.3,10.0.0.5,0.776,0.662,1989,272508
1466419136,10.0.0.4,10.0.0.5,0.776,0.839,1571,272508
1466419136,10.0.0.6,10.0.0.5,0.897,1,1140,272508
1466419136,10.0.0.3,10.0.0.6,0.372,0.442,6202,283590
1466419136,10.0.0.5,10.0.0.6,0.94,0.897,1211,283590
1466419162,10.0.0.2,10.0.0.1,1,0.886,1155,0
1466419162,10.0.0.1,10.0.0.2,0.94,1,1088,276070
1466419162,10.0.0.3,10.0.0.2,1,0.937,1092,276070
1466419162,10.0.0.2,10.0.0.3,0.94,1,1088,278495
1466419162,10.0.0.4,10.0.0.3,0.525,0.721,2700,278495
1466419162,10.0.0.5,10.0.0.3,0.831,0.474,2595,278495
1466419162,10.0.0.6,10.0.0.3,0.313,0.349,9351,278495
1466419162,10.0.0.3,10.0.0.4,0.776,0.525,2509,282294
1466419162,10.0.0.5,10.0.0.4,1,0.701,1458,282294
1466419162,10.0.0.3,10.0.0.5,0.47,0.701,3099,273817
1466419162,10.0.0.4,10.0.0.5,0.721,1,1419,273817
1466419162,10.0.0.6,10.0.0.5,0.878,0.94,1238,273817
1466419162,10.0.0.3,10.0.0.6,0.349,0.263,11166,286601
1466419162,10.0.0.5,10.0.0.6,0.94,0.878,1238,286601
1466419193,10.0.0.2,10.0.0.1,1,1,1024,0
1466419193,10.0.0.1,10.0.0.2,1,1,1024,275564
1466419193,10.0.0.3,10.0.0.2,0.94,0.796,1366,275564
1466419193,10.0.0.2,10.0.0.3,0.776,0.94,1401,279699
1466419193,10.0.0.4,10.0.0.3,0.521,0.937,2094,279699
1466419193,10.0.0.5,10.0.0.3,0.584,0.596,2940,279699
1466419193,10.0.0.6,10.0.0.3,0.442,0.282,8184,279699
1466419193,10.0.0.3,10.0.0.4,0.937,0.525,2079,278125
1466419193,10.0.0.5,10.0.0.4,1,0.576,1776,278125
1466419193,10.0.0.3,10.0.0.5,0.662,0.662,2331,267888
1466419193,10.0.0.4,10.0.0.5,0.643,1,1592,267888
1466419193,10.0.0.6,10.0.0.5,0.894,0.94,1216,267888
1466419193,10.0.0.3,10.0.0.6,0.282,0.349,10391,282432
1466419193,10.0.0.5,10.0.0.6,0.878,0.886,1315,282432
1466419224,10.0.0.2,10.0.0.1,1,1,1024,0
1466419224,10.0.0.1,10.0.0.2,1,1,1024,276366
1466419224,10.0.0.3,10.0.0.2,0.944,0.662,1634,276366
1466419224,10.0.0.2,10.0.0.3,0.607,0.944,1782,278791
1466419224,10.0.0.4,10.0.0.3,0.419,0.894,2729,278791
1466419224,10.0.0.5,10.0.0.3,0.697,0.643,2280,278791
1466419224,10.0.0.6,10.0.0.3,0.525,0.195,9938,278791
1466419224,10.0.0.3,10.0.0.4,0.894,0.396,2891,280732
1466419224,10.0.0.5,10.0.0.4,0.94,0.549,1981,280732
1466419224,10.0.0.3,10.0.0.5,0.521,0.721,2720,272253
1466419224,10.0.0.4,10.0.0.5,0.549,1,1865,272253
1466419224,10.0.0.6,10.0.0.5,0.886,0.886,1303,272253
1466419224,10.0.0.3,10.0.0.6,0.313,0.372,8761,258765
1466419224,10.0.0.5,10.0.0.6,0.819,0.839,1488,258765
1466419255,10.0.0.2,10.0.0.1,1,0.886,1155,0
1466419255,10.0.0.1,10.0.0.2,0.819,1,1249,275615
1466419255,10.0.0.3,10.0.0.2,1,1,1024,275615
1466419255,10.0.0.2,10.0.0.3,1,1,1024,278040
1466419255,10.0.0.4,10.0.0.3,0.662,0.839,1841,278040
1466419255,10.0.0.5,10.0.0.3,0.831,0.607,2026,278040
1466419255,10.0.0.6,10.0.0.3,0.259,0.274,14412,278040
1466419255,10.0.0.3,10.0.0.4,0.839,0.686,1777,278374
1466419255,10.0.0.5,10.0.0.4,0.886,0.627,1841,278374
1466419255,10.0.0.3,10.0.0.5,0.607,0.788,2137,276776
1466419255,10.0.0.4,10.0.0.5,0.662,0.886,1743,276776
1466419255,10.0.0.6,10.0.0.5,0.662,0.788,1960,276776
1466419255,10.0.0.3,10.0.0.6,0.274,0.207,4194304,284288
1466419255,10.0.0.5,10.0.0.6,0.788,0.662,1960,284288
1466419286,10.0.0.2,10.0.0.1,1,0.776,1318,0
1466419286,10.0.0.1,10.0.0.2,0.776,1,1318,277574
1466419286,10.0.0.3,10.0.0.2,0.878,0.839,1389,277574
1466419286,10.0.0.2,10.0.0.3,0.831,0.94,1308,278340
1466419286,10.0.0.4,10.0.0.3,0.442,0.729,3168,278340
1466419286,10.0.0.5,10.0.0.3,0.721,0.686,2067,278340
1466419286,10.0.0.6,10.0.0.3,0.607,0.372,4521,278340
1466419286,10.0.0.3,10.0.0.4,0.937,0.466,2341,273241
1466419286,10.0.0.5,10.0.0.4,1,0.788,1299,273241
1466419286,10.0.0.3,10.0.0.5,0.697,0.732,2000,263051
1466419286,10.0.0.4,10.0.0.5,0.788,1,1299,263051
1466419286,10.0.0.6,10.0.0.5,0.94,0.894,1216,263051
1466419286,10.0.0.3,10.0.0.6,0.427,0.607,3941,286247
1466419286,10.0.0.5,10.0.0.6,0.831,0.94,1308,286247
1466419312,10.0.0.2,10.0.0.1,1,0.886,1155,0
1466419312,10.0.0.1,10.0.0.2,0.886,1,1155,274354
1466419312,10.0.0.3,10.0.0.2,0.831,0.839,1467,274354
1466419312,10.0.0.2,10.0.0.3,0.839,0.878,1389,278589
1466419312,10.0.0.4,10.0.0.3,0.466,0.721,3040,278589
1466419312,10.0.0.5,10.0.0.3,0.662,0.549,2814,278589
1466419312,10.0.0.6,10.0.0.3,0.761,0.259,5200,278589
1466419312,10.0.0.3,10.0.0.4,0.721,0.607,2334,275006
1466419312,10.0.0.5,10.0.0.4,0.937,0.662,1648,275006
1466419312,10.0.0.3,10.0.0.5,0.521,0.697,2812,271801
1466419312,10.0.0.4,10.0.0.5,0.576,0.937,1895,271801
1466419312,10.0.0.6,10.0.0.5,0.776,0.662,1989,271801
1466419312,10.0.0.3,10.0.0.6,0.195,0.662,7879,279313
1466419312,10.0.0.5,10.0.0.6,0.596,0.776,2212,279313
1466419343,10.0.0.2,10.0.0.1,1,1,1024,0
1466419343,10.0.0.1,10.0.0.2,0.94,1,1088,274619
1466419343,10.0.0.3,10.0.0.2,1,0.831,1231,274619
1466419343,10.0.0.2,10.0.0.3,0.839,1,1220,280303
1466419343,10.0.0.4,10.0.0.3,0.646,0.886,1785,280303
1466419343,10.0.0.5,10.0.0.3,0.886,0.886,1303,280303
1466419343,10.0.0.6,10.0.0.3,0.662,0.607,2541,280303
1466419343,10.0.0.3,10.0.0.4,0.886,0.607,1900,277130
