"SystemTime","NodeIp","IpNeighbor","linkQuality"
1466419703,"10.0.0.6","10.0.0.5",1
1466419703,"10.0.0.6","10.0.0.5",1
1466419704,"10.0.0.5","10.0.0.3",0.721
1466419704,"10.0.0.5","10.0.0.3",1
1466419704,"10.0.0.5","10.0.0.3",0.776
1466419704,"10.0.0.5","10.0.0.4",0.607
1466419704,"10.0.0.5","10.0.0.6",0.364
1466419704,"10.0.0.5","10.0.0.6",1
1466419705,"10.0.0.1","10.0.0.2",1
1466419705,"10.0.0.1","10.0.0.2",0.94
1466419706,"10.0.0.2","10.0.0.1",1
1466419706,"10.0.0.2","10.0.0.3",0.721
1466419706,"10.0.0.2","10.0.0.3",0.776
1466419706,"10.0.0.2","10.0.0.3",1
1466419706,"10.0.0.3","10.0.0.2",0.94
1466419706,"10.0.0.3","10.0.0.2",1
1466419706,"10.0.0.3","10.0.0.5",1
1466419706,"10.0.0.3","10.0.0.5",0.796
1466419706,"10.0.0.3","10.0.0.5",1
1466419706,"10.0.0.3","10.0.0.6",0.364
1466419706,"10.0.0.3","10.0.0.6",1
1466419732,"10.0.0.2","10.0.0.1",0.894
1466419732,"10.0.0.2","10.0.0.3",0.721
1466419732,"10.0.0.2","10.0.0.3",0.94
1466419732,"10.0.0.2","10.0.0.3",0.561
1466419734,"10.0.0.4","10.0.0.3",0.561
1466419734,"10.0.0.4","10.0.0.3",0.721
1466419734,"10.0.0.4","10.0.0.3",0.94
1466419734,"10.0.0.4","10.0.0.5",0.937
1466419734,"10.0.0.4","10.0.0.5",0.831
1466419734,"10.0.0.6","10.0.0.3",0.211
1466419734,"10.0.0.6","10.0.0.3",0.94
1466419734,"10.0.0.6","10.0.0.3",0.643
1466419734,"10.0.0.6","10.0.0.5",0.94
1466419734,"10.0.0.6","10.0.0.5",0.812
1466419735,"10.0.0.5","10.0.0.3",0.211
1466419735,"10.0.0.5","10.0.0.3",0.643
1466419735,"10.0.0.5","10.0.0.3",0.94
1466419735,"10.0.0.5","10.0.0.6",0.364
1466419735,"10.0.0.5","10.0.0.6",0.776
1466419736,"10.0.0.1","10.0.0.2",1
1466419736,"10.0.0.1","10.0.0.2",1
1466419762,"10.0.0.1","10.0.0.2",1
1466419762,"10.0.0.1","10.0.0.2",0.94
1466419763,"10.0.0.2","10.0.0.1",0.937
1466419763,"10.0.0.2","10.0.0.3",0.576
1466419763,"10.0.0.2","10.0.0.3",0.894
1466419763,"10.0.0.3","10.0.0.2",1
1466419763,"10.0.0.3","10.0.0.2",0.94
1466419763,"10.0.0.3","10.0.0.5",0.886
1466419763,"10.0.0.3","10.0.0.5",0.721
1466419763,"10.0.0.3","10.0.0.6",0.776
1466419763,"10.0.0.3","10.0.0.6",0
1466419765,"10.0.0.4","10.0.0.3",0.607
1466419765,"10.0.0.4","10.0.0.3",0.894
1466419765,"10.0.0.4","10.0.0.5",0.682
1466419765,"10.0.0.4","10.0.0.5",0.886
1466419765,"10.0.0.6","10.0.0.3",0.607
1466419765,"10.0.0.6","10.0.0.3",0.894
1466419765,"10.0.0.6","10.0.0.5",0.886
1466419765,"10.0.0.6","10.0.0.5",0.682
1466419766,"10.0.0.5","10.0.0.3",0.894
1466419766,"10.0.0.5","10.0.0.3",0.525
1466419766,"10.0.0.5","10.0.0.6",0.761
1466419792,"10.0.0.5","10.0.0.3",0.184
1466419792,"10.0.0.5","10.0.0.3",0.662
1466419792,"10.0.0.5","10.0.0.3",0.839
1466419792,"10.0.0.5","10.0.0.6",0.729
1466419792,"10.0.0.5","10.0.0.6",0.23
1466419793,"10.0.0.1","10.0.0.2",0.812
1466419793,"10.0.0.1","10.0.0.2",1
1466419794,"10.0.0.2","10.0.0.1",0.839
1466419794,"10.0.0.2","10.0.0.3",0.886
1466419794,"10.0.0.2","10.0.0.3",0.662
1466419794,"10.0.0.2","10.0.0.3",0.364
1466419794,"10.0.0.3","10.0.0.2",0.886
1466419794,"10.0.0.3","10.0.0.2",1
1466419794,"10.0.0.3","10.0.0.5",0.732
1466419794,"10.0.0.3","10.0.0.5",0.886
1466419794,"10.0.0.3","10.0.0.6",0.238
1466419794,"10.0.0.3","10.0.0.6",0.729
1466419796,"10.0.0.4","10.0.0.3",0.839
1466419796,"10.0.0.4","10.0.0.3",0.662
1466419796,"10.0.0.4","10.0.0.3",0.184
1466419796,"10.0.0.4","10.0.0.5",0.662
1466419796,"10.0.0.4","10.0.0.5",0.886
1466419796,"10.0.0.6","10.0.0.3",0.662
1466419796,"10.0.0.6","10.0.0.3",0.121
1466419796,"10.0.0.6","10.0.0.3",0.839
1466419796,"10.0.0.6","10.0.0.5",0.886
1466419796,"10.0.0.6","10.0.0.5",0.662
1466419822,"10.0.0.4","10.0.0.3",0.521
1466419822,"10.0.0.4","10.0.0.3",0.721
1466419822,"10.0.0.4","10.0.0.3",0.886
1466419822,"10.0.0.4","10.0.0.5",0.886
1466419822,"10.0.0.4","10.0.0.5",1
1466419822,"10.0.0.4","10.0.0.5",0.94
1466419823,"10.0.0.5","10.0.0.3",0.521
1466419823,"10.0.0.5","10.0.0.3",0.732
1466419823,"10.0.0.5","10.0.0.3",0.886
1466419823,"10.0.0.5","10.0.0.4",0.329
1466419823,"10.0.0.5","10.0.0.4",0.223
1466419823,"10.0.0.5","10.0.0.6",0.776
1466419824,"10.0.0.1","10.0.0.2",1
1466419824,"10.0.0.1","10.0.0.2",0.894
1466419825,"10.0.0.3","10.0.0.2",0.788
1466419825,"10.0.0.3","10.0.0.2",1
1466419825,"10.0.0.3","10.0.0.4",0.317
1466419825,"10.0.0.3","10.0.0.4",0.329
1466419825,"10.0.0.3","10.0.0.5",0.94
1466419825,"10.0.0.3","10.0.0.5",0.886
1466419825,"10.0.0.3","10.0.0.5",0.937
1466419825,"10.0.0.3","10.0.0.6",0.776
1466419826,"10.0.0.2","10.0.0.1",0.662
1466419826,"10.0.0.2","10.0.0.3",0.894
1466419826,"10.0.0.2","10.0.0.3",0.732
1466419826,"10.0.0.2","10.0.0.3",0.521
1466419827,"10.0.0.6","10.0.0.3",0.732
1466419827,"10.0.0.6","10.0.0.3",0.521
1466419827,"10.0.0.6","10.0.0.3",0.839
1466419827,"10.0.0.6","10.0.0.5",0.886
1466419827,"10.0.0.6","10.0.0.5",0.94
1466419827,"10.0.0.6","10.0.0.5",0.886
1466419853,"10.0.0.4","10.0.0.3",0.168
1466419853,"10.0.0.4","10.0.0.3",0.627
1466419853,"10.0.0.4","10.0.0.3",0.831
1466419853,"10.0.0.4","10.0.0.3",0.878
1466419853,"10.0.0.4","10.0.0.5",0.788
1466419853,"10.0.0.4","10.0.0.5",0.788
1466419853,"10.0.0.4","10.0.0.5",1
1466419853,"10.0.0.6","10.0.0.3",0.627
1466419853,"10.0.0.6","10.0.0.3",0.788
1466419853,"10.0.0.6","10.0.0.3",0.878
1466419853,"10.0.0.6","10.0.0.3",0.168
1466419853,"10.0.0.6","10.0.0.5",0.788
1466419853,"10.0.0.6","10.0.0.5",0.776
1466419853,"10.0.0.6","10.0.0.5",0.94
1466419854,"10.0.0.5","10.0.0.3",0.168
1466419854,"10.0.0.5","10.0.0.3",0.831
1466419854,"10.0.0.5","10.0.0.3",0.878
1466419854,"10.0.0.5","10.0.0.3",0.701
1466419854,"10.0.0.5","10.0.0.4",0.686
1466419854,"10.0.0.5","10.0.0.4",0.662
1466419854,"10.0.0.5","10.0.0.6",0.788
1466419854,"10.0.0.5","10.0.0.6",0.396
1466419855,"10.0.0.1","10.0.0.2",0.819
1466419855,"10.0.0.1","10.0.0.2",1
1466419856,"10.0.0.3","10.0.0.2",1
1466419856,"10.0.0.3","10.0.0.2",0.796
1466419856,"10.0.0.3","10.0.0.4",0.686
1466419856,"10.0.0.3","10.0.0.4",0.643
1466419856,"10.0.0.3","10.0.0.5",0.732
1466419856,"10.0.0.3","10.0.0.5",0.788
1466419856,"10.0.0.3","10.0.0.5",1
1466419856,"10.0.0.3","10.0.0.6",0.788
1466419856,"10.0.0.3","10.0.0.6",0.47
1466419857,"10.0.0.2","10.0.0.1",0.812
1466419857,"10.0.0.2","10.0.0.3",0.831
1466419857,"10.0.0.2","10.0.0.3",0.627
1466419857,"10.0.0.2","10.0.0.3",0.168
1466419857,"10.0.0.2","10.0.0.3",0.878
1466419882,"10.0.0.2","10.0.0.1",0.831
1466419882,"10.0.0.2","10.0.0.3",0.646
1466419882,"10.0.0.2","10.0.0.3",0.195
1466419882,"10.0.0.2","10.0.0.3",0.878
1466419882,"10.0.0.2","10.0.0.3",1
1466419882,"10.0.0.3","10.0.0.2",1
1466419882,"10.0.0.3","10.0.0.2",0.732
1466419882,"10.0.0.3","10.0.0.4",0.553
1466419882,"10.0.0.3","10.0.0.4",0.721
1466419882,"10.0.0.3","10.0.0.5",1
1466419882,"10.0.0.3","10.0.0.5",0.553
1466419882,"10.0.0.3","10.0.0.5",0.662
1466419882,"10.0.0.3","10.0.0.6",0.886
1466419882,"10.0.0.3","10.0.0.6",0.329
1466419884,"10.0.0.4","10.0.0.3",1
1466419884,"10.0.0.4","10.0.0.3",0.643
1466419884,"10.0.0.4","10.0.0.3",0.776
1466419884,"10.0.0.4","10.0.0.5",1
1466419884,"10.0.0.4","10.0.0.5",0.732
1466419884,"10.0.0.4","10.0.0.5",0.553
1466419884,"10.0.0.6","10.0.0.3",0.878
1466419884,"10.0.0.6","10.0.0.3",0.643
1466419884,"10.0.0.6","10.0.0.3",0.886
1466419884,"10.0.0.6","10.0.0.5",0.732
1466419884,"10.0.0.6","10.0.0.5",1
1466419884,"10.0.0.6","10.0.0.5",0.553
1466419886,"10.0.0.1","10.0.0.2",0.776
1466419886,"10.0.0.1","10.0.0.2",1
1466419886,"10.0.0.5","10.0.0.2",1
1466419886,"10.0.0.5","10.0.0.2",0.776
1466419886,"10.0.0.5","10.0.0.3",0.878
1466419886,"10.0.0.5","10.0.0.3",0.553
1466419886,"10.0.0.5","10.0.0.3",1
1466419886,"10.0.0.5","10.0.0.4",0.721
1466419886,"10.0.0.5","10.0.0.4",0.553
1466419886,"10.0.0.5","10.0.0.6",0.886
1466419912,"10.0.0.1","10.0.0.2",0.886
1466419912,"10.0.0.1","10.0.0.2",1
1466419913,"10.0.0.3","10.0.0.2",0.886
1466419913,"10.0.0.3","10.0.0.2",1
1466419913,"10.0.0.3","10.0.0.4",0.682
1466419913,"10.0.0.3","10.0.0.4",0.732
1466419913,"10.0.0.3","10.0.0.5",1
1466419913,"10.0.0.3","10.0.0.5",0.788
1466419913,"10.0.0.3","10.0.0.5",0.886
1466419913,"10.0.0.3","10.0.0.6",0.94
1466419913,"10.0.0.3","10.0.0.6",0.521
1466419914,"10.0.0.2","10.0.0.1",0.732
1466419914,"10.0.0.2","10.0.0.3",1
1466419914,"10.0.0.2","10.0.0.3",0.271
1466419914,"10.0.0.2","10.0.0.3",0.886
1466419914,"10.0.0.2","10.0.0.3",0.607
1466419915,"10.0.0.4","10.0.0.3",0.607
1466419915,"10.0.0.4","10.0.0.3",1
1466419915,"10.0.0.4","10.0.0.3",1
1466419915,"10.0.0.4","10.0.0.3",0.271
1466419915,"10.0.0.4","10.0.0.5",0.788
1466419915,"10.0.0.4","10.0.0.5",0.886
1466419915,"10.0.0.4","10.0.0.5",1
1466419915,"10.0.0.6","10.0.0.3",0.607
1466419915,"10.0.0.6","10.0.0.3",0.886
1466419915,"10.0.0.6","10.0.0.3",0.317
1466419915,"10.0.0.6","10.0.0.3",1
1466419915,"10.0.0.6","10.0.0.5",1
1466419915,"10.0.0.6","10.0.0.5",0.788
1466419915,"10.0.0.6","10.0.0.5",0.878
1466419917,"10.0.0.5","10.0.0.3",1
1466419917,"10.0.0.5","10.0.0.3",0.271
1466419917,"10.0.0.5","10.0.0.3",0.721
1466419917,"10.0.0.5","10.0.0.3",0.886
1466419917,"10.0.0.5","10.0.0.4",0.682
1466419917,"10.0.0.5","10.0.0.4",0.682
1466419917,"10.0.0.5","10.0.0.6",0.94
1466419917,"10.0.0.5","10.0.0.6",0.521
1466419942,"10.0.0.5","10.0.0.3",0.839
1466419942,"10.0.0.5","10.0.0.3",1
1466419942,"10.0.0.5","10.0.0.3",0.682
1466419942,"10.0.0.5","10.0.0.3",0.607
1466419942,"10.0.0.5","10.0.0.4",0.627
1466419942,"10.0.0.5","10.0.0.4",0.776
1466419942,"10.0.0.5","10.0.0.6",0.298
1466419942,"10.0.0.5","10.0.0.6",0.894
1466419943,"10.0.0.1","10.0.0.2",1
1466419943,"10.0.0.1","10.0.0.2",0.94
1466419944,"10.0.0.3","10.0.0.2",1
1466419944,"10.0.0.3","10.0.0.2",0.94
1466419944,"10.0.0.3","10.0.0.4",0.497
1466419944,"10.0.0.3","10.0.0.4",0.776
1466419944,"10.0.0.3","10.0.0.5",1
1466419944,"10.0.0.3","10.0.0.5",0.944
1466419944,"10.0.0.3","10.0.0.5",0.662
1466419944,"10.0.0.3","10.0.0.6",0.894
1466419944,"10.0.0.3","10.0.0.6",0.23
1466419945,"10.0.0.2","10.0.0.1",1
1466419945,"10.0.0.2","10.0.0.3",1
1466419945,"10.0.0.2","10.0.0.3",0.521
1466419945,"10.0.0.2","10.0.0.3",0.682
1466419945,"10.0.0.2","10.0.0.3",0.839
1466419946,"10.0.0.4","10.0.0.3",0.576
1466419946,"10.0.0.4","10.0.0.3",0.732
1466419946,"10.0.0.4","10.0.0.3",0.521
1466419946,"10.0.0.4","10.0.0.3",1
1466419946,"10.0.0.4","10.0.0.5",0.682
1466419946,"10.0.0.4","10.0.0.5",0.94
1466419946,"10.0.0.4","10.0.0.5",1
1466419946,"10.0.0.4","10.0.0.6",0.259
1466419946,"10.0.0.4","10.0.0.6",0.894
1466419946,"10.0.0.6","10.0.0.3",0.576
1466419946,"10.0.0.6","10.0.0.3",0.521
1466419946,"10.0.0.6","10.0.0.3",1
1466419946,"10.0.0.6","10.0.0.3",0.732
1466419946,"10.0.0.6","10.0.0.5",0.94
1466419946,"10.0.0.6","10.0.0.5",1
1466419946,"10.0.0.6","10.0.0.5",0.682
1466419974,"10.0.0.1","10.0.0.2",1
1466419974,"10.0.0.1","10.0.0.2",0.831
1466419974,"10.0.0.5","10.0.0.3",0.607
1466419974,"10.0.0.5","10.0.0.3",0.894
1466419974,"10.0.0.5","10.0.0.3",0.568
1466419974,"10.0.0.5","10.0.0.3",1
1466419974,"10.0.0.5","10.0.0.4",0.819
1466419974,"10.0.0.5","10.0.0.4",0.419
1466419974,"10.0.0.5","10.0.0.6",0.662
1466419974,"10.0.0.5","10.0.0.6",0.29
1466419975,"10.0.0.3","10.0.0.2",0.776
1466419975,"10.0.0.3","10.0.0.2",1
1466419975,"10.0.0.3","10.0.0.4",0.442
1466419975,"10.0.0.3","10.0.0.4",0.788
1466419975,"10.0.0.3","10.0.0.5",0.886
1466419975,"10.0.0.3","10.0.0.5",0.831
1466419975,"10.0.0.3","10.0.0.5",1
1466419975,"10.0.0.3","10.0.0.6",0.662
1466419975,"10.0.0.3","10.0.0.6",0.211
1466419976,"10.0.0.2","10.0.0.1",0.894
1466419976,"10.0.0.2","10.0.0.3",0.839
1466419976,"10.0.0.2","10.0.0.3",1
1466419976,"10.0.0.2","10.0.0.3",0.627
1466419976,"10.0.0.2","10.0.0.3",0.396
1466419977,"10.0.0.6","10.0.0.3",1
1466419977,"10.0.0.6","10.0.0.3",1
1466419977,"10.0.0.6","10.0.0.3",0.442
1466419977,"10.0.0.6","10.0.0.3",0.627
1466419977,"10.0.0.6","10.0.0.5",0.886
1466419977,"10.0.0.6","10.0.0.5",1
1466419977,"10.0.0.6","10.0.0.5",0.721
1466420003,"10.0.0.4","10.0.0.3",0.886
1466420003,"10.0.0.4","10.0.0.3",0.129
1466420003,"10.0.0.4","10.0.0.3",0.364
1466420003,"10.0.0.4","10.0.0.3",1
1466420003,"10.0.0.4","10.0.0.5",0.886
1466420003,"10.0.0.4","10.0.0.5",0.839
1466420003,"10.0.0.4","10.0.0.5",0.886
1466420003,"10.0.0.4","10.0.0.6",0.313
1466420003,"10.0.0.4","10.0.0.6",0.894
1466420003,"10.0.0.6","10.0.0.3",0.156
1466420003,"10.0.0.6","10.0.0.3",0.886
1466420003,"10.0.0.6","10.0.0.3",0.396
1466420003,"10.0.0.6","10.0.0.3",1
1466420003,"10.0.0.6","10.0.0.5",0.886
1466420003,"10.0.0.6","10.0.0.5",0.886
1466420003,"10.0.0.6","10.0.0.5",0.831
1466420005,"10.0.0.5","10.0.0.2",0.886
1466420005,"10.0.0.5","10.0.0.2",1
1466420005,"10.0.0.5","10.0.0.3",0.156
1466420005,"10.0.0.5","10.0.0.3",1
1466420005,"10.0.0.5","10.0.0.3",0.886
1466420005,"10.0.0.5","10.0.0.3",0.407
1466420005,"10.0.0.5","10.0.0.4",0.607
1466420005,"10.0.0.5","10.0.0.4",0.776
1466420005,"10.0.0.5","10.0.0.6",0.349
1466420005,"10.0.0.5","10.0.0.6",0.94
1466420006,"10.0.0.1","10.0.0.2",0.886
1466420006,"10.0.0.1","10.0.0.2",1
1466420006,"10.0.0.3","10.0.0.2",0.937
1466420006,"10.0.0.3","10.0.0.2",1
1466420006,"10.0.0.3","10.0.0.4",0.553
1466420006,"10.0.0.3","10.0.0.4",0.584
1466420006,"10.0.0.3","10.0.0.5",0.831
1466420006,"10.0.0.3","10.0.0.5",0.831
1466420006,"10.0.0.3","10.0.0.5",0.831
1466420006,"10.0.0.3","10.0.0.6",0.36
1466420006,"10.0.0.3","10.0.0.6",0.886
1466420007,"10.0.0.2","10.0.0.1",0.886
1466420007,"10.0.0.2","10.0.0.3",1
1466420007,"10.0.0.2","10.0.0.3",0.313
1466420007,"10.0.0.2","10.0.0.3",0.329
1466420007,"10.0.0.2","10.0.0.3",0.886
1466420007,"10.0.0.2","10.0.0.5",0.886
1466420007,"10.0.0.2","10.0.0.5",0.831
1466420007,"10.0.0.2","10.0.0.5",0.886
1466420033,"10.0.0.2","10.0.0.1",0.894
1466420033,"10.0.0.2","10.0.0.3",0.329
1466420033,"10.0.0.2","10.0.0.3",0.646
1466420033,"10.0.0.2","10.0.0.3",0.886
1466420033,"10.0.0.2","10.0.0.3",0.886
1466420033,"10.0.0.2","10.0.0.5",0.643
1466420033,"10.0.0.2","10.0.0.5",0.886
1466420033,"10.0.0.2","10.0.0.5",0.839
1466420034,"10.0.0.4","10.0.0.3",0.839
1466420034,"10.0.0.4","10.0.0.3",0.886
1466420034,"10.0.0.4","10.0.0.3",0.643
1466420034,"10.0.0.4","10.0.0.3",0.29
1466420034,"10.0.0.4","10.0.0.5",0.894
1466420034,"10.0.0.4","10.0.0.5",0.607
1466420034,"10.0.0.4","10.0.0.5",0.886
1466420034,"10.0.0.6","10.0.0.3",0.886
1466420034,"10.0.0.6","10.0.0.3",0.23
1466420034,"10.0.0.6","10.0.0.3",0.643
1466420034,"10.0.0.6","10.0.0.3",0.886
1466420034,"10.0.0.6","10.0.0.5",0.607
1466420034,"10.0.0.6","10.0.0.5",0.839
1466420034,"10.0.0.6","10.0.0.5",0.886
1466420036,"10.0.0.5","10.0.0.2",1
1466420036,"10.0.0.5","10.0.0.2",0.886
1466420036,"10.0.0.5","10.0.0.3",0.839
1466420036,"10.0.0.5","10.0.0.3",0.886
1466420036,"10.0.0.5","10.0.0.3",0.607
1466420036,"10.0.0.5","10.0.0.3",0.29
1466420036,"10.0.0.5","10.0.0.4",0.729
1466420036,"10.0.0.5","10.0.0.4",0.662
1466420036,"10.0.0.5","10.0.0.6",0.721
1466420036,"10.0.0.5","10.0.0.6",0.38
1466420037,"10.0.0.1","10.0.0.2",0.886
1466420037,"10.0.0.1","10.0.0.2",1
1466420037,"10.0.0.3","10.0.0.2",0.839
1466420037,"10.0.0.3","10.0.0.2",1
1466420037,"10.0.0.3","10.0.0.4",0.878
1466420037,"10.0.0.3","10.0.0.4",0.831
1466420037,"10.0.0.3","10.0.0.5",0.886
1466420037,"10.0.0.3","10.0.0.5",0.894
1466420037,"10.0.0.3","10.0.0.5",0.643
1466420037,"10.0.0.3","10.0.0.6",0.442
1466420037,"10.0.0.3","10.0.0.6",0.701
1466420063,"10.0.0.1","10.0.0.2",0.819
1466420063,"10.0.0.1","10.0.0.2",1
1466420063,"10.0.0.3","10.0.0.2",0.596
1466420063,"10.0.0.3","10.0.0.2",1
1466420063,"10.0.0.3","10.0.0.4",0.662
1466420063,"10.0.0.3","10.0.0.4",0.886
1466420063,"10.0.0.3","10.0.0.5",0.561
1466420063,"10.0.0.3","10.0.0.5",0.94
1466420063,"10.0.0.3","10.0.0.5",1
1466420063,"10.0.0.3","10.0.0.6",0.839
1466420063,"10.0.0.3","10.0.0.6",0.29
1466420064,"10.0.0.2","10.0.0.1",0.886
1466420064,"10.0.0.2","10.0.0.3",0.521
1466420064,"10.0.0.2","10.0.0.3",0.329
1466420064,"10.0.0.2","10.0.0.3",0.732
1466420064,"10.0.0.2","10.0.0.3",0.944
1466420065,"10.0.0.4","10.0.0.3",0.788
1466420065,"10.0.0.4","10.0.0.3",0.553
1466420065,"10.0.0.4","10.0.0.3",0.349
1466420065,"10.0.0.4","10.0.0.3",0.94
1466420065,"10.0.0.4","10.0.0.5",0.561
1466420065,"10.0.0.4","10.0.0.5",0.94
1466420065,"10.0.0.4","10.0.0.5",0.944
1466420065,"10.0.0.6","10.0.0.3",0.553
1466420065,"10.0.0.6","10.0.0.3",0.894
1466420065,"10.0.0.6","10.0.0.3",0.29
1466420065,"10.0.0.6","10.0.0.3",0.732
1466420065,"10.0.0.6","10.0.0.5",1
1466420065,"10.0.0.6","10.0.0.5",0.561
1466420065,"10.0.0.6","10.0.0.5",0.94
1466420067,"10.0.0.5","10.0.0.2",0.596
1466420067,"10.0.0.5","10.0.0.2",1
1466420067,"10.0.0.5","10.0.0.3",0.349
1466420067,"10.0.0.5","10.0.0.3",0.549
1466420067,"10.0.0.5","10.0.0.3",0.732
1466420067,"10.0.0.5","10.0.0.3",0.894
1466420067,"10.0.0.5","10.0.0.4",0.497
1466420067,"10.0.0.5","10.0.0.4",0.886
1466420067,"10.0.0.5","10.0.0.6",0.29
1466420067,"10.0.0.5","10.0.0.6",0.894
1466420093,"10.0.0.5","10.0.0.3",0.94
1466420093,"10.0.0.5","10.0.0.3",0.894
1466420093,"10.0.0.5","10.0.0.3",0.553
1466420093,"10.0.0.5","10.0.0.4",0.364
1466420093,"10.0.0.5","10.0.0.4",0.682
1466420093,"10.0.0.5","10.0.0.6",0.94
1466420094,"10.0.0.1","10.0.0.2",0.788
1466420094,"10.0.0.1","10.0.0.2",1
1466420094,"10.0.0.3","10.0.0.2",0.815
1466420094,"10.0.0.3","10.0.0.2",1
1466420094,"10.0.0.3","10.0.0.4",0.274
1466420094,"10.0.0.3","10.0.0.4",0.682
1466420094,"10.0.0.3","10.0.0.5",0.697
1466420094,"10.0.0.3","10.0.0.5",0.94
1466420094,"10.0.0.3","10.0.0.5",0.937
1466420094,"10.0.0.3","10.0.0.6",0.94
1466420095,"10.0.0.2","10.0.0.1",0.894
1466420095,"10.0.0.2","10.0.0.3",1
1466420095,"10.0.0.2","10.0.0.3",0.894
1466420095,"10.0.0.2","10.0.0.3",0.553
1466420096,"10.0.0.4","10.0.0.3",0.553
1466420096,"10.0.0.4","10.0.0.3",0.839
1466420096,"10.0.0.4","10.0.0.3",1
1466420096,"10.0.0.4","10.0.0.5",0.682
1466420096,"10.0.0.4","10.0.0.5",0.94
1466420096,"10.0.0.4","10.0.0.5",0.94
1466420096,"10.0.0.6","10.0.0.3",0.553
1466420096,"10.0.0.6","10.0.0.3",0.94
1466420096,"10.0.0.6","10.0.0.3",0.894
1466420096,"10.0.0.6","10.0.0.5",0.662
1466420096,"10.0.0.6","10.0.0.5",0.937
1466420096,"10.0.0.6","10.0.0.5",0.937
1466420124,"10.0.0.5","10.0.0.3",0.831
1466420124,"10.0.0.5","10.0.0.3",0.329
1466420124,"10.0.0.5","10.0.0.3",0.497
1466420124,"10.0.0.5","10.0.0.3",1
1466420124,"10.0.0.5","10.0.0.4",0.819
1466420124,"10.0.0.5","10.0.0.4",0.407
1466420124,"10.0.0.5","10.0.0.6",0.776
1466420124,"10.0.0.5","10.0.0.6",0.271
1466420125,"10.0.0.1","10.0.0.2",0.886
1466420125,"10.0.0.1","10.0.0.2",1
1466420125,"10.0.0.3","10.0.0.2",0.894
1466420125,"10.0.0.3","10.0.0.2",1
1466420125,"10.0.0.3","10.0.0.4",0.407
1466420125,"10.0.0.3","10.0.0.4",0.819
1466420125,"10.0.0.3","10.0.0.5",1
1466420125,"10.0.0.3","10.0.0.5",0.886
1466420125,"10.0.0.3","10.0.0.5",0.886
1466420125,"10.0.0.3","10.0.0.6",0.329
1466420125,"10.0.0.3","10.0.0.6",0.776
1466420126,"10.0.0.2","10.0.0.1",0.732
1466420126,"10.0.0.2","10.0.0.3",0.497
1466420126,"10.0.0.2","10.0.0.3",0.839
1466420126,"10.0.0.2","10.0.0.3",0.329
1466420126,"10.0.0.2","10.0.0.3",0.944
1466420127,"10.0.0.4","10.0.0.3",0.497
1466420127,"10.0.0.4","10.0.0.3",0.329
1466420127,"10.0.0.4","10.0.0.3",0.796
1466420127,"10.0.0.4","10.0.0.3",1
1466420127,"10.0.0.4","10.0.0.5",0.886
1466420127,"10.0.0.4","10.0.0.5",0.878
1466420127,"10.0.0.4","10.0.0.5",1
1466420153,"10.0.0.4","10.0.0.3",0.227
1466420153,"10.0.0.4","10.0.0.3",0.894
1466420153,"10.0.0.4","10.0.0.3",0.497
1466420153,"10.0.0.4","10.0.0.3",0.788
1466420153,"10.0.0.4","10.0.0.5",0.878
1466420153,"10.0.0.4","10.0.0.5",1
1466420153,"10.0.0.4","10.0.0.5",0.831
1466420153,"10.0.0.4","10.0.0.6",0.788
1466420153,"10.0.0.4","10.0.0.6",0.282
1466420153,"10.0.0.6","10.0.0.3",0.788
1466420153,"10.0.0.6","10.0.0.3",0.497
1466420153,"10.0.0.6","10.0.0.3",0.944
1466420153,"10.0.0.6","10.0.0.5",1
1466420153,"10.0.0.6","10.0.0.5",0.886
1466420153,"10.0.0.6","10.0.0.5",0.831
1466420155,"10.0.0.5","10.0.0.3",0.788
1466420155,"10.0.0.5","10.0.0.3",0.227
1466420155,"10.0.0.5","10.0.0.3",0.894
1466420155,"10.0.0.5","10.0.0.3",0.497
1466420155,"10.0.0.5","10.0.0.4",0.497
1466420155,"10.0.0.5","10.0.0.4",0.643
1466420155,"10.0.0.5","10.0.0.6",0.298
1466420155,"10.0.0.5","10.0.0.6",0.831
1466420156,"10.0.0.1","10.0.0.2",0.894
1466420156,"10.0.0.1","10.0.0.2",1
1466420157,"10.0.0.2","10.0.0.1",0.878
1466420157,"10.0.0.2","10.0.0.3",0.521
1466420157,"10.0.0.2","10.0.0.3",0.388
1466420157,"10.0.0.2","10.0.0.3",0.788
1466420157,"10.0.0.2","10.0.0.3",0.894
1466420157,"10.0.0.3","10.0.0.2",0.886
1466420157,"10.0.0.3","10.0.0.2",1
1466420157,"10.0.0.3","10.0.0.4",0.662
1466420157,"10.0.0.3","10.0.0.4",0.553
1466420157,"10.0.0.3","10.0.0.5",0.721
1466420157,"10.0.0.3","10.0.0.5",1
1466420157,"10.0.0.3","10.0.0.5",0.886
1466420157,"10.0.0.3","10.0.0.6",0.788
1466420183,"10.0.0.2","10.0.0.1",0.886
1466420183,"10.0.0.2","10.0.0.3",0.886
1466420183,"10.0.0.2","10.0.0.3",0.458
1466420183,"10.0.0.2","10.0.0.3",1
1466420184,"10.0.0.4","10.0.0.3",0.466
1466420184,"10.0.0.4","10.0.0.3",1
1466420184,"10.0.0.4","10.0.0.3",0.886
1466420184,"10.0.0.4","10.0.0.5",0.847
1466420184,"10.0.0.4","10.0.0.5",1
