"SystemTime","NodeIp","IpNeighbor","linkQuality"
1466422526,"10.0.0.6","10.0.0.3",0.58
1466422526,"10.0.0.6","10.0.0.3",0.831
1466422526,"10.0.0.6","10.0.0.3",1
1466422526,"10.0.0.6","10.0.0.3",1
1466422526,"10.0.0.6","10.0.0.4",0.643
1466422526,"10.0.0.6","10.0.0.4",0.682
1466422526,"10.0.0.6","10.0.0.5",0.94
1466422526,"10.0.0.6","10.0.0.5",1
1466422526,"10.0.0.6","10.0.0.5",0.831
1466422527,"10.0.0.1","10.0.0.2",1
1466422527,"10.0.0.1","10.0.0.2",0.886
1466422527,"10.0.0.3","10.0.0.2",0.886
1466422527,"10.0.0.3","10.0.0.2",1
1466422527,"10.0.0.3","10.0.0.4",0.497
1466422527,"10.0.0.3","10.0.0.4",0.831
1466422527,"10.0.0.3","10.0.0.5",0.94
1466422527,"10.0.0.3","10.0.0.5",1
1466422527,"10.0.0.3","10.0.0.5",0.831
1466422527,"10.0.0.3","10.0.0.6",0.937
1466422527,"10.0.0.3","10.0.0.6",0.195
1466422528,"10.0.0.2","10.0.0.1",0.94
1466422528,"10.0.0.2","10.0.0.3",0.831
1466422528,"10.0.0.2","10.0.0.3",1
1466422528,"10.0.0.2","10.0.0.3",0.58
1466422528,"10.0.0.2","10.0.0.3",1
1466422554,"10.0.0.2","10.0.0.1",1
1466422554,"10.0.0.2","10.0.0.3",0.831
1466422554,"10.0.0.2","10.0.0.3",0.184
1466422554,"10.0.0.2","10.0.0.3",1
1466422554,"10.0.0.2","10.0.0.3",0.831
1466422557,"10.0.0.4","10.0.0.3",1
1466422557,"10.0.0.4","10.0.0.3",0.576
1466422557,"10.0.0.4","10.0.0.3",0.184
1466422557,"10.0.0.4","10.0.0.3",0.776
1466422557,"10.0.0.4","10.0.0.5",0.627
1466422557,"10.0.0.4","10.0.0.5",0.886
1466422557,"10.0.0.4","10.0.0.5",1
1466422557,"10.0.0.5","10.0.0.3",0.831
1466422557,"10.0.0.5","10.0.0.3",1
1466422557,"10.0.0.5","10.0.0.3",0.184
1466422557,"10.0.0.5","10.0.0.3",0.553
1466422557,"10.0.0.5","10.0.0.4",0.686
1466422557,"10.0.0.5","10.0.0.4",0.521
1466422557,"10.0.0.5","10.0.0.6",0.748
1466422557,"10.0.0.5","10.0.0.6",0.427
1466422557,"10.0.0.6","10.0.0.3",1
1466422557,"10.0.0.6","10.0.0.3",0.223
1466422557,"10.0.0.6","10.0.0.3",0.576
1466422557,"10.0.0.6","10.0.0.3",0.831
1466422557,"10.0.0.6","10.0.0.5",0.627
1466422557,"10.0.0.6","10.0.0.5",0.886
1466422557,"10.0.0.6","10.0.0.5",1
1466422558,"10.0.0.1","10.0.0.2",0.894
1466422558,"10.0.0.1","10.0.0.2",1
1466422558,"10.0.0.3","10.0.0.2",0.894
1466422558,"10.0.0.3","10.0.0.2",1
1466422558,"10.0.0.3","10.0.0.4",0.627
1466422558,"10.0.0.3","10.0.0.4",0.521
1466422558,"10.0.0.3","10.0.0.5",0.607
1466422558,"10.0.0.3","10.0.0.5",1
1466422558,"10.0.0.3","10.0.0.5",0.831
1466422558,"10.0.0.3","10.0.0.6",0.442
1466422558,"10.0.0.3","10.0.0.6",0.596
1466422584,"10.0.0.1","10.0.0.2",0.94
1466422584,"10.0.0.1","10.0.0.2",1
1466422584,"10.0.0.3","10.0.0.2",0.886
1466422584,"10.0.0.3","10.0.0.2",1
1466422584,"10.0.0.3","10.0.0.4",0.607
1466422584,"10.0.0.3","10.0.0.4",0.474
1466422584,"10.0.0.3","10.0.0.5",1
1466422584,"10.0.0.3","10.0.0.5",0.831
1466422584,"10.0.0.3","10.0.0.5",0.94
1466422584,"10.0.0.3","10.0.0.6",0.446
1466422584,"10.0.0.3","10.0.0.6",0.607
1466422585,"10.0.0.2","10.0.0.1",0.831
1466422585,"10.0.0.2","10.0.0.3",0.886
1466422585,"10.0.0.2","10.0.0.3",0.442
1466422585,"10.0.0.2","10.0.0.3",1
1466422585,"10.0.0.2","10.0.0.3",0.607
1466422588,"10.0.0.4","10.0.0.3",0.607
1466422588,"10.0.0.4","10.0.0.3",1
1466422588,"10.0.0.4","10.0.0.3",0.329
1466422588,"10.0.0.4","10.0.0.3",0.839
1466422588,"10.0.0.4","10.0.0.5",0.94
1466422588,"10.0.0.4","10.0.0.5",0.831
1466422588,"10.0.0.4","10.0.0.5",1
1466422588,"10.0.0.5","10.0.0.3",0.94
1466422588,"10.0.0.5","10.0.0.3",0.329
1466422588,"10.0.0.5","10.0.0.3",0.831
1466422588,"10.0.0.5","10.0.0.3",0.607
1466422588,"10.0.0.5","10.0.0.4",0.607
1466422588,"10.0.0.5","10.0.0.4",0.721
1466422588,"10.0.0.5","10.0.0.6",0.29
1466422588,"10.0.0.5","10.0.0.6",0.732
1466422588,"10.0.0.6","10.0.0.3",0.944
1466422588,"10.0.0.6","10.0.0.3",0.195
1466422588,"10.0.0.6","10.0.0.3",0.607
1466422588,"10.0.0.6","10.0.0.3",0.831
1466422588,"10.0.0.6","10.0.0.5",0.627
1466422588,"10.0.0.6","10.0.0.5",0.831
1466422588,"10.0.0.6","10.0.0.5",1
1466422613,"10.0.0.4","10.0.0.3",0.94
1466422613,"10.0.0.4","10.0.0.3",0.553
1466422613,"10.0.0.4","10.0.0.3",0.94
1466422613,"10.0.0.4","10.0.0.3",0.282
1466422613,"10.0.0.4","10.0.0.5",0.831
1466422613,"10.0.0.4","10.0.0.5",1
1466422613,"10.0.0.4","10.0.0.5",0.94
1466422614,"10.0.0.5","10.0.0.3",0.576
1466422614,"10.0.0.5","10.0.0.3",0.94
1466422614,"10.0.0.5","10.0.0.3",0.94
1466422614,"10.0.0.5","10.0.0.3",0.282
1466422614,"10.0.0.5","10.0.0.4",1
1466422614,"10.0.0.5","10.0.0.4",0.819
1466422614,"10.0.0.5","10.0.0.6",0.788
1466422614,"10.0.0.5","10.0.0.6",0.521
1466422614,"10.0.0.6","10.0.0.3",0.886
1466422614,"10.0.0.6","10.0.0.3",0.94
1466422614,"10.0.0.6","10.0.0.3",0.553
1466422614,"10.0.0.6","10.0.0.3",0.282
1466422614,"10.0.0.6","10.0.0.5",0.94
1466422614,"10.0.0.6","10.0.0.5",1
1466422614,"10.0.0.6","10.0.0.5",0.831
1466422615,"10.0.0.1","10.0.0.2",0.894
1466422615,"10.0.0.1","10.0.0.2",1
1466422615,"10.0.0.3","10.0.0.2",1
1466422615,"10.0.0.3","10.0.0.2",0.894
1466422615,"10.0.0.3","10.0.0.4",1
1466422615,"10.0.0.3","10.0.0.4",0.819
1466422615,"10.0.0.3","10.0.0.5",1
1466422615,"10.0.0.3","10.0.0.5",0.94
1466422615,"10.0.0.3","10.0.0.5",0.831
1466422615,"10.0.0.3","10.0.0.6",0.788
1466422615,"10.0.0.3","10.0.0.6",0.521
1466422616,"10.0.0.2","10.0.0.1",0.94
1466422616,"10.0.0.2","10.0.0.3",0.576
1466422616,"10.0.0.2","10.0.0.3",0.282
1466422616,"10.0.0.2","10.0.0.3",0.94
1466422616,"10.0.0.2","10.0.0.3",1
1466422644,"10.0.0.4","10.0.0.3",1
1466422644,"10.0.0.4","10.0.0.3",0.607
1466422644,"10.0.0.4","10.0.0.3",0.761
1466422644,"10.0.0.4","10.0.0.3",0.94
1466422644,"10.0.0.4","10.0.0.5",0.886
1466422644,"10.0.0.4","10.0.0.5",0.662
1466422644,"10.0.0.4","10.0.0.5",0.94
1466422645,"10.0.0.5","10.0.0.3",0.607
1466422645,"10.0.0.5","10.0.0.3",1
1466422645,"10.0.0.5","10.0.0.3",0.94
1466422645,"10.0.0.5","10.0.0.3",0.732
1466422645,"10.0.0.5","10.0.0.4",0.521
1466422645,"10.0.0.5","10.0.0.4",0.878
1466422645,"10.0.0.5","10.0.0.6",0.721
1466422645,"10.0.0.5","10.0.0.6",0.388
1466422645,"10.0.0.6","10.0.0.3",0.761
1466422645,"10.0.0.6","10.0.0.3",0.607
1466422645,"10.0.0.6","10.0.0.3",0.944
1466422645,"10.0.0.6","10.0.0.3",1
1466422645,"10.0.0.6","10.0.0.5",0.662
1466422645,"10.0.0.6","10.0.0.5",0.886
1466422645,"10.0.0.6","10.0.0.5",1
1466422646,"10.0.0.1","10.0.0.2",0.831
1466422646,"10.0.0.1","10.0.0.2",1
1466422646,"10.0.0.3","10.0.0.2",1
1466422646,"10.0.0.3","10.0.0.2",0.839
1466422646,"10.0.0.3","10.0.0.4",0.701
1466422646,"10.0.0.3","10.0.0.4",0.686
1466422646,"10.0.0.3","10.0.0.5",0.94
1466422646,"10.0.0.3","10.0.0.5",0.427
1466422646,"10.0.0.3","10.0.0.5",1
1466422646,"10.0.0.3","10.0.0.6",0.364
1466422646,"10.0.0.3","10.0.0.6",0.819
1466422647,"10.0.0.2","10.0.0.1",0.94
1466422647,"10.0.0.2","10.0.0.3",0.944
1466422647,"10.0.0.2","10.0.0.3",0.584
1466422647,"10.0.0.2","10.0.0.3",0.776
1466422647,"10.0.0.2","10.0.0.3",1
1466422675,"10.0.0.4","10.0.0.3",1
1466422675,"10.0.0.4","10.0.0.3",0.847
1466422675,"10.0.0.4","10.0.0.3",1
1466422675,"10.0.0.4","10.0.0.3",0.732
1466422675,"10.0.0.4","10.0.0.5",0.627
1466422675,"10.0.0.4","10.0.0.5",0.94
1466422675,"10.0.0.4","10.0.0.5",0.894
1466422676,"10.0.0.5","10.0.0.2",1
1466422676,"10.0.0.5","10.0.0.2",1
1466422676,"10.0.0.5","10.0.0.3",0.732
1466422676,"10.0.0.5","10.0.0.3",0.886
1466422676,"10.0.0.5","10.0.0.3",1
1466422676,"10.0.0.5","10.0.0.3",1
1466422676,"10.0.0.5","10.0.0.4",1
1466422676,"10.0.0.5","10.0.0.4",0.682
1466422676,"10.0.0.5","10.0.0.6",0.776
1466422676,"10.0.0.5","10.0.0.6",0.94
1466422676,"10.0.0.6","10.0.0.3",1
1466422676,"10.0.0.6","10.0.0.3",0.847
1466422676,"10.0.0.6","10.0.0.3",1
1466422676,"10.0.0.6","10.0.0.3",0.732
1466422676,"10.0.0.6","10.0.0.5",0.94
1466422676,"10.0.0.6","10.0.0.5",0.627
1466422676,"10.0.0.6","10.0.0.5",0.894
1466422677,"10.0.0.1","10.0.0.2",1
1466422677,"10.0.0.1","10.0.0.2",1
1466422677,"10.0.0.3","10.0.0.2",1
1466422677,"10.0.0.3","10.0.0.2",1
1466422677,"10.0.0.3","10.0.0.4",0.721
1466422677,"10.0.0.3","10.0.0.4",0.944
1466422677,"10.0.0.3","10.0.0.5",0.697
1466422677,"10.0.0.3","10.0.0.5",0.94
1466422677,"10.0.0.3","10.0.0.5",0.894
1466422677,"10.0.0.3","10.0.0.6",0.839
1466422677,"10.0.0.3","10.0.0.6",0.944
1466422678,"10.0.0.2","10.0.0.1",1
1466422678,"10.0.0.2","10.0.0.3",1
1466422678,"10.0.0.2","10.0.0.3",0.894
1466422678,"10.0.0.2","10.0.0.3",1
1466422678,"10.0.0.2","10.0.0.3",0.732
1466422704,"10.0.0.2","10.0.0.1",1
1466422704,"10.0.0.2","10.0.0.3",1
1466422704,"10.0.0.2","10.0.0.3",1
1466422704,"10.0.0.2","10.0.0.3",0.886
1466422704,"10.0.0.2","10.0.0.3",0.682
1466422707,"10.0.0.4","10.0.0.3",0.886
1466422707,"10.0.0.4","10.0.0.3",0.761
1466422707,"10.0.0.4","10.0.0.3",1
1466422707,"10.0.0.4","10.0.0.3",1
1466422707,"10.0.0.4","10.0.0.5",1
1466422707,"10.0.0.4","10.0.0.5",1
1466422707,"10.0.0.4","10.0.0.5",1
1466422707,"10.0.0.5","10.0.0.3",0.886
1466422707,"10.0.0.5","10.0.0.3",1
1466422707,"10.0.0.5","10.0.0.3",1
1466422707,"10.0.0.5","10.0.0.3",0.761
1466422707,"10.0.0.5","10.0.0.4",1
1466422707,"10.0.0.5","10.0.0.4",0.944
1466422707,"10.0.0.5","10.0.0.6",1
1466422707,"10.0.0.5","10.0.0.6",0.94
1466422707,"10.0.0.6","10.0.0.3",1
1466422707,"10.0.0.6","10.0.0.3",1
1466422707,"10.0.0.6","10.0.0.3",0.886
1466422707,"10.0.0.6","10.0.0.3",0.761
1466422707,"10.0.0.6","10.0.0.5",1
1466422707,"10.0.0.6","10.0.0.5",1
1466422707,"10.0.0.6","10.0.0.5",1
1466422708,"10.0.0.1","10.0.0.2",1
1466422708,"10.0.0.1","10.0.0.2",1
1466422708,"10.0.0.3","10.0.0.2",1
1466422708,"10.0.0.3","10.0.0.2",1
1466422708,"10.0.0.3","10.0.0.4",1
1466422708,"10.0.0.3","10.0.0.4",1
1466422708,"10.0.0.3","10.0.0.5",1
1466422708,"10.0.0.3","10.0.0.5",1
1466422708,"10.0.0.3","10.0.0.5",1
1466422708,"10.0.0.3","10.0.0.6",0.94
1466422708,"10.0.0.3","10.0.0.6",1
1466422734,"10.0.0.1","10.0.0.2",1
1466422734,"10.0.0.1","10.0.0.2",1
1466422734,"10.0.0.3","10.0.0.2",1
1466422734,"10.0.0.3","10.0.0.2",1
1466422734,"10.0.0.3","10.0.0.4",1
1466422734,"10.0.0.3","10.0.0.4",1
1466422734,"10.0.0.3","10.0.0.5",0.886
1466422734,"10.0.0.3","10.0.0.5",1
1466422734,"10.0.0.3","10.0.0.5",0.886
1466422734,"10.0.0.3","10.0.0.6",0.886
1466422734,"10.0.0.3","10.0.0.6",1
1466422735,"10.0.0.2","10.0.0.1",1
1466422735,"10.0.0.2","10.0.0.3",0.776
1466422735,"10.0.0.2","10.0.0.3",0.94
1466422735,"10.0.0.2","10.0.0.3",1
1466422735,"10.0.0.2","10.0.0.3",1
1466422738,"10.0.0.4","10.0.0.3",0.776
1466422738,"10.0.0.4","10.0.0.3",1
1466422738,"10.0.0.4","10.0.0.3",1
1466422738,"10.0.0.4","10.0.0.3",0.94
1466422738,"10.0.0.4","10.0.0.5",0.886
1466422738,"10.0.0.4","10.0.0.5",0.886
1466422738,"10.0.0.4","10.0.0.5",1
1466422738,"10.0.0.5","10.0.0.2",1
1466422738,"10.0.0.5","10.0.0.2",1
1466422738,"10.0.0.5","10.0.0.3",1
1466422738,"10.0.0.5","10.0.0.3",1
1466422738,"10.0.0.5","10.0.0.3",0.94
1466422738,"10.0.0.5","10.0.0.3",0.776
1466422738,"10.0.0.5","10.0.0.4",1
1466422738,"10.0.0.5","10.0.0.4",1
1466422738,"10.0.0.5","10.0.0.6",1
1466422738,"10.0.0.5","10.0.0.6",0.886
1466422738,"10.0.0.6","10.0.0.3",0.94
1466422738,"10.0.0.6","10.0.0.3",0.776
1466422738,"10.0.0.6","10.0.0.3",1
1466422738,"10.0.0.6","10.0.0.3",1
1466422738,"10.0.0.6","10.0.0.5",1
1466422738,"10.0.0.6","10.0.0.5",0.886
1466422738,"10.0.0.6","10.0.0.5",0.886
1466422764,"10.0.0.5","10.0.0.3",0.894
1466422764,"10.0.0.5","10.0.0.3",1
1466422764,"10.0.0.5","10.0.0.3",0.894
1466422764,"10.0.0.5","10.0.0.3",0.894
1466422764,"10.0.0.5","10.0.0.4",1
1466422764,"10.0.0.5","10.0.0.4",0.94
1466422764,"10.0.0.5","10.0.0.6",0.839
1466422764,"10.0.0.5","10.0.0.6",0.94
1466422764,"10.0.0.6","10.0.0.3",0.894
1466422764,"10.0.0.6","10.0.0.3",0.894
1466422764,"10.0.0.6","10.0.0.3",1
1466422764,"10.0.0.6","10.0.0.3",0.894
1466422764,"10.0.0.6","10.0.0.5",1
1466422764,"10.0.0.6","10.0.0.5",1
1466422764,"10.0.0.6","10.0.0.5",1
1466422765,"10.0.0.1","10.0.0.2",1
1466422765,"10.0.0.1","10.0.0.2",1
1466422765,"10.0.0.3","10.0.0.2",1
1466422765,"10.0.0.3","10.0.0.2",1
1466422765,"10.0.0.3","10.0.0.4",0.94
1466422765,"10.0.0.3","10.0.0.4",1
1466422765,"10.0.0.3","10.0.0.5",1
1466422765,"10.0.0.3","10.0.0.5",1
1466422765,"10.0.0.3","10.0.0.5",1
1466422765,"10.0.0.3","10.0.0.6",0.94
1466422765,"10.0.0.3","10.0.0.6",0.839
1466422766,"10.0.0.2","10.0.0.1",1
1466422766,"10.0.0.2","10.0.0.3",0.894
1466422766,"10.0.0.2","10.0.0.3",1
1466422766,"10.0.0.2","10.0.0.3",0.894
1466422766,"10.0.0.2","10.0.0.3",0.894
1466422794,"10.0.0.4","10.0.0.3",0.862
1466422794,"10.0.0.4","10.0.0.3",1
1466422794,"10.0.0.4","10.0.0.3",1
1466422794,"10.0.0.4","10.0.0.3",1
1466422794,"10.0.0.4","10.0.0.5",1
1466422794,"10.0.0.4","10.0.0.5",1
1466422794,"10.0.0.4","10.0.0.5",1
1466422795,"10.0.0.5","10.0.0.3",0.862
1466422795,"10.0.0.5","10.0.0.3",1
1466422795,"10.0.0.5","10.0.0.3",1
1466422795,"10.0.0.5","10.0.0.3",1
1466422795,"10.0.0.5","10.0.0.4",0.886
1466422795,"10.0.0.5","10.0.0.4",1
1466422795,"10.0.0.5","10.0.0.6",0.776
1466422795,"10.0.0.5","10.0.0.6",1
1466422795,"10.0.0.6","10.0.0.3",0.862
1466422795,"10.0.0.6","10.0.0.3",1
1466422795,"10.0.0.6","10.0.0.3",1
1466422795,"10.0.0.6","10.0.0.3",1
1466422795,"10.0.0.6","10.0.0.5",1
1466422795,"10.0.0.6","10.0.0.5",1
1466422795,"10.0.0.6","10.0.0.5",1
1466422796,"10.0.0.1","10.0.0.2",1
1466422796,"10.0.0.1","10.0.0.2",1
1466422796,"10.0.0.3","10.0.0.2",1
1466422796,"10.0.0.3","10.0.0.2",1
1466422796,"10.0.0.3","10.0.0.4",0.886
1466422796,"10.0.0.3","10.0.0.4",1
1466422796,"10.0.0.3","10.0.0.5",1
1466422796,"10.0.0.3","10.0.0.5",1
1466422796,"10.0.0.3","10.0.0.5",1
1466422796,"10.0.0.3","10.0.0.6",0.776
1466422796,"10.0.0.3","10.0.0.6",1
1466422797,"10.0.0.2","10.0.0.1",1
1466422797,"10.0.0.2","10.0.0.3",1
1466422797,"10.0.0.2","10.0.0.3",1
1466422797,"10.0.0.2","10.0.0.3",1
1466422797,"10.0.0.2","10.0.0.3",1
1466422825,"10.0.0.4","10.0.0.3",0.553
1466422825,"10.0.0.4","10.0.0.3",1
1466422825,"10.0.0.4","10.0.0.3",1
1466422825,"10.0.0.4","10.0.0.3",1
1466422825,"10.0.0.4","10.0.0.5",1
1466422825,"10.0.0.4","10.0.0.5",1
1466422825,"10.0.0.4","10.0.0.5",1
1466422826,"10.0.0.5","10.0.0.2",1
1466422826,"10.0.0.5","10.0.0.2",1
1466422826,"10.0.0.5","10.0.0.3",1
1466422826,"10.0.0.5","10.0.0.3",0.553
1466422826,"10.0.0.5","10.0.0.3",1
1466422826,"10.0.0.5","10.0.0.3",1
1466422826,"10.0.0.5","10.0.0.4",1
1466422826,"10.0.0.5","10.0.0.4",1
1466422826,"10.0.0.5","10.0.0.6",0.442
1466422826,"10.0.0.5","10.0.0.6",1
1466422826,"10.0.0.6","10.0.0.3",1
1466422826,"10.0.0.6","10.0.0.3",0.553
1466422826,"10.0.0.6","10.0.0.3",1
1466422826,"10.0.0.6","10.0.0.3",1
1466422826,"10.0.0.6","10.0.0.5",1
1466422826,"10.0.0.6","10.0.0.5",1
1466422826,"10.0.0.6","10.0.0.5",1
1466422827,"10.0.0.1","10.0.0.2",1
1466422827,"10.0.0.1","10.0.0.2",1
1466422827,"10.0.0.3","10.0.0.2",1
1466422827,"10.0.0.3","10.0.0.2",1
1466422827,"10.0.0.3","10.0.0.4",1
1466422827,"10.0.0.3","10.0.0.4",1
1466422827,"10.0.0.3","10.0.0.5",1
1466422827,"10.0.0.3","10.0.0.5",1
1466422827,"10.0.0.3","10.0.0.5",1
1466422827,"10.0.0.3","10.0.0.6",1
1466422827,"10.0.0.3","10.0.0.6",0.442
1466422828,"10.0.0.2","10.0.0.1",1
1466422828,"10.0.0.2","10.0.0.3",1
1466422828,"10.0.0.2","10.0.0.3",0.553
1466422828,"10.0.0.2","10.0.0.3",1
1466422828,"10.0.0.2","10.0.0.3",1
1466422854,"10.0.0.2","10.0.0.1",1
1466422854,"10.0.0.2","10.0.0.3",0.831
1466422854,"10.0.0.2","10.0.0.3",0.886
1466422854,"10.0.0.2","10.0.0.3",0.47
1466422854,"10.0.0.2","10.0.0.3",0.944
1466422856,"10.0.0.4","10.0.0.3",0.47
1466422856,"10.0.0.4","10.0.0.3",0.94
1466422856,"10.0.0.4","10.0.0.3",0.686
1466422856,"10.0.0.4","10.0.0.3",0.94
1466422856,"10.0.0.4","10.0.0.5",0.886
1466422856,"10.0.0.4","10.0.0.5",0.886
1466422856,"10.0.0.4","10.0.0.5",1
1466422857,"10.0.0.5","10.0.0.3",0.94
1466422857,"10.0.0.5","10.0.0.3",0.944
1466422857,"10.0.0.5","10.0.0.3",0.686
1466422857,"10.0.0.5","10.0.0.3",0.47
1466422857,"10.0.0.5","10.0.0.4",0.886
1466422857,"10.0.0.5","10.0.0.4",0.607
1466422857,"10.0.0.5","10.0.0.6",0.776
1466422857,"10.0.0.5","10.0.0.6",0.274
1466422857,"10.0.0.6","10.0.0.3",0.94
1466422857,"10.0.0.6","10.0.0.3",0.372
1466422857,"10.0.0.6","10.0.0.3",0.686
1466422857,"10.0.0.6","10.0.0.3",0.944
1466422857,"10.0.0.6","10.0.0.5",0.831
1466422857,"10.0.0.6","10.0.0.5",1
1466422857,"10.0.0.6","10.0.0.5",0.886
1466422858,"10.0.0.1","10.0.0.2",0.776
1466422858,"10.0.0.1","10.0.0.2",1
1466422858,"10.0.0.3","10.0.0.2",1
1466422858,"10.0.0.3","10.0.0.2",0.776
1466422858,"10.0.0.3","10.0.0.4",0.662
1466422858,"10.0.0.3","10.0.0.4",0.776
1466422858,"10.0.0.3","10.0.0.5",1
1466422858,"10.0.0.3","10.0.0.5",0.886
1466422858,"10.0.0.3","10.0.0.5",0.886
1466422858,"10.0.0.3","10.0.0.6",0.831
1466422858,"10.0.0.3","10.0.0.6",0.329
1466422884,"10.0.0.1","10.0.0.2",0.847
1466422884,"10.0.0.1","10.0.0.2",1
1466422884,"10.0.0.3","10.0.0.2",1
1466422884,"10.0.0.3","10.0.0.2",0.847
1466422884,"10.0.0.3","10.0.0.4",0.662
1466422884,"10.0.0.3","10.0.0.4",0.553
1466422884,"10.0.0.3","10.0.0.5",0.878
1466422884,"10.0.0.3","10.0.0.5",0.94
1466422884,"10.0.0.3","10.0.0.5",0.721
1466422884,"10.0.0.3","10.0.0.6",0.662
1466422884,"10.0.0.3","10.0.0.6",0.607
1466422885,"10.0.0.2","10.0.0.1",0.748
1466422885,"10.0.0.2","10.0.0.3",0.732
1466422885,"10.0.0.2","10.0.0.3",0.442
1466422885,"10.0.0.2","10.0.0.3",0.94
1466422885,"10.0.0.2","10.0.0.3",1
1466422885,"10.0.0.2","10.0.0.5",0.94
1466422885,"10.0.0.2","10.0.0.5",0.721
1466422885,"10.0.0.2","10.0.0.5",0.831
1466422887,"10.0.0.4","10.0.0.3",0.396
1466422887,"10.0.0.4","10.0.0.3",0.94
1466422887,"10.0.0.4","10.0.0.3",0.721
1466422887,"10.0.0.4","10.0.0.3",0.944
1466422887,"10.0.0.4","10.0.0.5",0.878
1466422887,"10.0.0.4","10.0.0.5",0.94
1466422887,"10.0.0.4","10.0.0.5",0.721
1466422888,"10.0.0.5","10.0.0.2",1
1466422888,"10.0.0.5","10.0.0.2",0.847
1466422888,"10.0.0.5","10.0.0.3",0.748
1466422888,"10.0.0.5","10.0.0.3",0.944
1466422888,"10.0.0.5","10.0.0.3",0.442
1466422888,"10.0.0.5","10.0.0.3",0.94
1466422888,"10.0.0.5","10.0.0.4",0.553
1466422888,"10.0.0.5","10.0.0.4",0.584
1466422888,"10.0.0.5","10.0.0.6",0.607
1466422888,"10.0.0.5","10.0.0.6",0.721
1466422888,"10.0.0.6","10.0.0.3",0.442
1466422888,"10.0.0.6","10.0.0.3",0.721
1466422888,"10.0.0.6","10.0.0.3",0.94
1466422888,"10.0.0.6","10.0.0.3",0.94
1466422888,"10.0.0.6","10.0.0.5",0.878
1466422888,"10.0.0.6","10.0.0.5",0.94
1466422888,"10.0.0.6","10.0.0.5",0.721
1466422914,"10.0.0.5","10.0.0.2",1
1466422914,"10.0.0.5","10.0.0.2",0.776
1466422914,"10.0.0.5","10.0.0.3",0.839
1466422914,"10.0.0.5","10.0.0.3",1
1466422914,"10.0.0.5","10.0.0.3",0.298
1466422914,"10.0.0.5","10.0.0.3",0.596
1466422914,"10.0.0.5","10.0.0.4",0.607
1466422914,"10.0.0.5","10.0.0.4",0.419
1466422914,"10.0.0.5","10.0.0.6",0.388
1466422914,"10.0.0.5","10.0.0.6",0.761
1466422914,"10.0.0.6","10.0.0.3",0.298
1466422914,"10.0.0.6","10.0.0.3",0.839
1466422914,"10.0.0.6","10.0.0.3",0.662
1466422914,"10.0.0.6","10.0.0.3",1
1466422914,"10.0.0.6","10.0.0.5",0.788
1466422914,"10.0.0.6","10.0.0.5",0.886
1466422914,"10.0.0.6","10.0.0.5",1
1466422915,"10.0.0.1","10.0.0.2",0.776
1466422915,"10.0.0.1","10.0.0.2",1
1466422915,"10.0.0.3","10.0.0.2",1
1466422915,"10.0.0.3","10.0.0.2",0.831
1466422915,"10.0.0.3","10.0.0.4",0.576
1466422915,"10.0.0.3","10.0.0.4",0.329
1466422915,"10.0.0.3","10.0.0.5",0.721
1466422915,"10.0.0.3","10.0.0.5",0.886
1466422915,"10.0.0.3","10.0.0.5",0.94
1466422915,"10.0.0.3","10.0.0.6",0.442
1466422915,"10.0.0.3","10.0.0.6",0.721
1466422916,"10.0.0.2","10.0.0.1",0.831
1466422916,"10.0.0.2","10.0.0.3",0.298
1466422916,"10.0.0.2","10.0.0.3",1
1466422916,"10.0.0.2","10.0.0.3",0.721
1466422916,"10.0.0.2","10.0.0.3",0.894
1466422916,"10.0.0.2","10.0.0.5",0.721
1466422916,"10.0.0.2","10.0.0.5",0.886
1466422916,"10.0.0.2","10.0.0.5",0.94
1466422918,"10.0.0.4","10.0.0.3",1
1466422918,"10.0.0.4","10.0.0.3",0.831
1466422918,"10.0.0.4","10.0.0.3",0.662
1466422918,"10.0.0.4","10.0.0.3",0.298
1466422918,"10.0.0.4","10.0.0.5",0.886
1466422918,"10.0.0.4","10.0.0.5",1
1466422918,"10.0.0.4","10.0.0.5",0.788
1466422944,"10.0.0.4","10.0.0.3",0.776
1466422944,"10.0.0.4","10.0.0.3",0.435
1466422944,"10.0.0.4","10.0.0.3",0.94
1466422944,"10.0.0.4","10.0.0.3",0.643
1466422944,"10.0.0.4","10.0.0.5",1
1466422944,"10.0.0.4","10.0.0.5",0.662
1466422944,"10.0.0.4","10.0.0.5",1
1466422945,"10.0.0.5","10.0.0.3",0.607
1466422945,"10.0.0.5","10.0.0.3",0.776
1466422945,"10.0.0.5","10.0.0.3",0.435
1466422945,"10.0.0.5","10.0.0.3",0.94
1466422945,"10.0.0.5","10.0.0.4",0.761
1466422945,"10.0.0.5","10.0.0.4",0.497
1466422945,"10.0.0.5","10.0.0.6",0.396
1466422945,"10.0.0.5","10.0.0.6",0.776
1466422945,"10.0.0.6","10.0.0.3",0.329
1466422945,"10.0.0.6","10.0.0.3",0.643
1466422945,"10.0.0.6","10.0.0.3",1
1466422945,"10.0.0.6","10.0.0.3",0.776
1466422945,"10.0.0.6","10.0.0.5",1
1466422945,"10.0.0.6","10.0.0.5",1
1466422945,"10.0.0.6","10.0.0.5",0.576
1466422946,"10.0.0.1","10.0.0.2",1
1466422946,"10.0.0.1","10.0.0.2",0.94
1466422946,"10.0.0.3","10.0.0.2",1
