SystemTime,destinationIP,lastHopIP,linkQuality,neighborLinkQuality,tcEdgeCost,validityTime
1466418623,10.0.0.2,10.0.0.3,1,1,1024,273039
1466418623,10.0.0.4,10.0.0.3,0.776,1,1318,273039
1466418623,10.0.0.5,10.0.0.3,0.944,0.894,1211,273039
1466418623,10.0.0.6,10.0.0.3,0.521,0.388,5057,273039
1466418623,10.0.0.3,10.0.0.4,1,0.776,1318,0
1466418623,10.0.0.5,10.0.0.4,1,0.862,1186,0
1466418623,10.0.0.3,10.0.0.5,0.886,0.944,1222,280039
1466418623,10.0.0.4,10.0.0.5,0.862,1,1186,280039
1466418623,10.0.0.6,10.0.0.5,0.894,1,1145,280039
1466418623,10.0.0.3,10.0.0.6,0.419,0.521,4678,274062
1466418623,10.0.0.5,10.0.0.6,1,1,1024,274062
1466418654,10.0.0.2,10.0.0.1,1,1,1024,280670
1466418654,10.0.0.1,10.0.0.2,1,1,1024,274550
1466418654,10.0.0.3,10.0.0.2,1,1,1024,274550
1466418654,10.0.0.2,10.0.0.3,1,1,1024,266969
1466418654,10.0.0.4,10.0.0.3,0.831,0.94,1308,266969
1466418654,10.0.0.5,10.0.0.3,0.796,0.682,1885,266969
1466418654,10.0.0.6,10.0.0.3,0.364,0.553,5077,266969
1466418654,10.0.0.3,10.0.0.4,0.878,0.819,1422,0
1466418654,10.0.0.5,10.0.0.4,1,0.788,1299,0
1466418654,10.0.0.3,10.0.0.5,0.721,0.796,1782,279289
1466418654,10.0.0.4,10.0.0.5,0.607,1,1684,279289
1466418654,10.0.0.6,10.0.0.5,0.721,1,1419,279289
1466418654,10.0.0.3,10.0.0.6,0.474,0.364,5917,276576
1466418654,10.0.0.5,10.0.0.6,1,0.682,1500,276576
1466418685,10.0.0.2,10.0.0.1,1,1,1024,282377
1466418685,10.0.0.1,10.0.0.2,1,1,1024,276257
1466418685,10.0.0.3,10.0.0.2,1,0.788,1299,276257
1466418685,10.0.0.2,10.0.0.3,0.886,1,1155,273944
1466418685,10.0.0.4,10.0.0.3,0.831,0.819,1502,273944
1466418685,10.0.0.5,10.0.0.3,0.831,0.607,2026,273944
1466418685,10.0.0.6,10.0.0.3,0.271,0.364,10376,273944
1466418685,10.0.0.3,10.0.0.4,0.831,0.831,1481,0
1466418685,10.0.0.5,10.0.0.4,1,0.886,1155,0
1466418685,10.0.0.3,10.0.0.5,0.607,0.831,2026,278386
1466418685,10.0.0.4,10.0.0.5,0.776,1,1318,278386
1466418685,10.0.0.6,10.0.0.5,0.776,0.886,1488,278386
1466418685,10.0.0.3,10.0.0.6,0.364,0.219,12785,279134
1466418685,10.0.0.5,10.0.0.6,0.831,0.776,1586,279134
1466418716,10.0.0.2,10.0.0.1,1,1,1024,279822
1466418716,10.0.0.1,10.0.0.2,0.831,1,1231,279067
1466418716,10.0.0.3,10.0.0.2,1,0.94,1088,279067
1466418716,10.0.0.2,10.0.0.3,0.94,1,1088,269533
1466418716,10.0.0.4,10.0.0.3,0.646,0.886,1785,269533
1466418716,10.0.0.5,10.0.0.3,0.701,0.701,2078,269533
1466418716,10.0.0.6,10.0.0.3,0.329,0.259,12010,269533
1466418716,10.0.0.3,10.0.0.4,0.886,0.525,2198,0
1466418716,10.0.0.5,10.0.0.4,0.94,0.607,1789,0
1466418716,10.0.0.3,10.0.0.5,0.553,0.701,2638,282348
1466418716,10.0.0.4,10.0.0.5,0.627,0.94,1734,282348
1466418716,10.0.0.6,10.0.0.5,1,0.894,1145,282348
1466418716,10.0.0.3,10.0.0.6,0.274,0.329,11324,279635
1466418716,10.0.0.5,10.0.0.6,0.94,0.94,1156,279635
1466418773,10.0.0.2,10.0.0.1,1,1,1024,285538
1466418773,10.0.0.1,10.0.0.2,1,1,1024,272195
1466418773,10.0.0.3,10.0.0.2,0.894,0.831,1377,272195
1466418773,10.0.0.2,10.0.0.3,0.831,1,1231,271540
1466418773,10.0.0.4,10.0.0.3,0.553,0.886,2089,271540
1466418773,10.0.0.5,10.0.0.3,0.776,0.553,2385,271540
1466418773,10.0.0.6,10.0.0.3,0.364,0.497,5637,271540
1466418773,10.0.0.3,10.0.0.4,0.886,0.607,1900,0
1466418773,10.0.0.5,10.0.0.4,0.944,0.662,1634,0
1466418773,10.0.0.3,10.0.0.5,0.553,0.776,2385,277937
1466418773,10.0.0.4,10.0.0.5,0.662,0.944,1634,277937
1466418773,10.0.0.6,10.0.0.5,0.607,0.886,1900,277937
1466418773,10.0.0.3,10.0.0.6,0.497,0.263,7825,275023
1466418773,10.0.0.5,10.0.0.6,0.886,0.607,1900,275023
1466418804,10.0.0.2,10.0.0.1,1,0.886,1155,279619
1466418804,10.0.0.1,10.0.0.2,0.886,1,1155,273499
1466418804,10.0.0.3,10.0.0.2,1,0.721,1419,273499
1466418804,10.0.0.2,10.0.0.3,0.776,1,1318,271435
1466418804,10.0.0.4,10.0.0.3,0.549,0.662,2814,271435
1466418804,10.0.0.5,10.0.0.3,0.682,0.442,3386,271435
1466418804,10.0.0.6,10.0.0.3,0.419,0.419,5815,271435
1466418804,10.0.0.3,10.0.0.4,0.662,0.607,2541,0
1466418804,10.0.0.5,10.0.0.4,0.894,0.776,1474,0
1466418804,10.0.0.3,10.0.0.5,0.396,0.721,3582,277934
1466418804,10.0.0.4,10.0.0.5,0.729,0.894,1570,277934
1466418804,10.0.0.6,10.0.0.5,0.796,0.894,1438,277934
1466418804,10.0.0.3,10.0.0.6,0.419,0.345,7071,275221
1466418804,10.0.0.5,10.0.0.6,0.894,0.788,1452,275221
1466418835,10.0.0.2,10.0.0.1,1,0.886,1155,284181
1466418835,10.0.0.1,10.0.0.2,0.886,1,1155,278061
1466418835,10.0.0.3,10.0.0.2,0.831,0.761,1618,278061
1466418835,10.0.0.2,10.0.0.3,0.788,0.831,1562,272237
1466418835,10.0.0.4,10.0.0.3,0.549,0.682,2733,272237
1466418835,10.0.0.5,10.0.0.3,0.94,0.349,3117,272237
1466418835,10.0.0.6,10.0.0.3,0.407,0.098,25609,272237
1466418835,10.0.0.3,10.0.0.4,0.788,0.435,2984,0
1466418835,10.0.0.5,10.0.0.4,1,0.776,1318,0
1466418835,10.0.0.3,10.0.0.5,0.36,0.94,3015,277331
1466418835,10.0.0.4,10.0.0.5,0.713,1,1434,277331
1466418835,10.0.0.6,10.0.0.5,0.776,0.886,1488,277331
1466418835,10.0.0.3,10.0.0.6,0.098,0.474,22011,276423
1466418835,10.0.0.5,10.0.0.6,0.886,0.776,1488,276423
1466418866,10.0.0.2,10.0.0.1,1,0.886,1155,281112
1466418866,10.0.0.1,10.0.0.2,0.94,1,1088,274992
1466418866,10.0.0.3,10.0.0.2,1,1,1024,274992
1466418866,10.0.0.2,10.0.0.3,1,1,1024,270982
1466418866,10.0.0.4,10.0.0.3,0.584,0.94,1862,270982
1466418866,10.0.0.5,10.0.0.3,0.607,0.47,3579,270982
1466418866,10.0.0.6,10.0.0.3,0.121,0.207,40526,270982
1466418866,10.0.0.3,10.0.0.4,0.94,0.607,1789,0
1466418866,10.0.0.5,10.0.0.4,0.874,0.682,1716,0
1466418866,10.0.0.3,10.0.0.5,0.47,0.607,3579,282246
1466418866,10.0.0.4,10.0.0.5,0.721,0.874,1622,282246
1466418866,10.0.0.6,10.0.0.5,0.761,0.776,1733,282246
1466418866,10.0.0.3,10.0.0.6,0.195,0.23,4194304,265015
1466418866,10.0.0.5,10.0.0.6,0.776,0.776,1698,265015
1466418923,10.0.0.2,10.0.0.1,1,1,1024,278011
1466418923,10.0.0.1,10.0.0.2,0.894,1,1145,277108
1466418923,10.0.0.3,10.0.0.2,1,1,1024,277108
1466418923,10.0.0.2,10.0.0.3,0.944,1,1083,271284
1466418923,10.0.0.4,10.0.0.3,0.576,0.831,2136,271284
1466418923,10.0.0.5,10.0.0.3,0.627,0.561,2910,271284
1466418923,10.0.0.6,10.0.0.3,0.497,0.274,7489,271284
1466418923,10.0.0.3,10.0.0.4,0.831,0.576,2136,0
1466418923,10.0.0.5,10.0.0.4,0.94,0.576,1887,0
1466418923,10.0.0.3,10.0.0.5,0.607,0.627,2684,281547
1466418923,10.0.0.4,10.0.0.5,0.553,0.94,1967,281547
1466418923,10.0.0.6,10.0.0.5,0.627,0.886,1841,281547
1466418923,10.0.0.3,10.0.0.6,0.313,0.446,7301,275270
1466418923,10.0.0.5,10.0.0.6,0.831,0.662,1858,275270
1466418954,10.0.0.2,10.0.0.1,1,0.796,1286,281876
1466418954,10.0.0.1,10.0.0.2,0.788,1,1299,277813
1466418954,10.0.0.3,10.0.0.2,1,0.839,1220,277813
1466418954,10.0.0.2,10.0.0.3,0.886,1,1155,271989
1466418954,10.0.0.4,10.0.0.3,0.525,1,1948,271989
1466418954,10.0.0.5,10.0.0.3,0.682,0.894,1678,271989
1466418954,10.0.0.6,10.0.0.3,0.419,0.721,3382,271989
1466418954,10.0.0.3,10.0.0.4,1,0.553,1851,0
1466418954,10.0.0.5,10.0.0.4,1,0.721,1419,0
1466418954,10.0.0.3,10.0.0.5,0.94,0.776,1401,281748
1466418954,10.0.0.4,10.0.0.5,0.701,1,1458,281748
1466418954,10.0.0.6,10.0.0.5,0.894,0.776,1474,281748
1466418954,10.0.0.3,10.0.0.6,0.776,0.419,3142,279035
1466418954,10.0.0.5,10.0.0.6,0.721,0.886,1601,279035
1466418985,10.0.0.2,10.0.0.1,1,0.796,1286,277914
1466418985,10.0.0.1,10.0.0.2,1,1,1024,276858
1466418985,10.0.0.3,10.0.0.2,1,1,1024,276858
1466418985,10.0.0.2,10.0.0.3,1,1,1024,272840
1466418985,10.0.0.4,10.0.0.3,1,1,1024,272840
1466418985,10.0.0.5,10.0.0.3,0.944,0.94,1151,272840
1466418985,10.0.0.6,10.0.0.3,0.761,0.721,1865,272840
1466418985,10.0.0.3,10.0.0.4,1,1,1024,0
1466418985,10.0.0.5,10.0.0.4,1,1,1024,0
1466418985,10.0.0.3,10.0.0.5,0.94,0.944,1151,281444
1466418985,10.0.0.4,10.0.0.5,1,1,1024,281444
1466418985,10.0.0.6,10.0.0.5,1,0.839,1220,281444
1466418985,10.0.0.3,10.0.0.6,0.721,0.701,2021,278731
1466418985,10.0.0.5,10.0.0.6,0.839,1,1220,278731
1466419016,10.0.0.2,10.0.0.1,1,1,1024,263912
1466419016,10.0.0.1,10.0.0.2,1,1,1024,276044
1466419016,10.0.0.3,10.0.0.2,1,1,1024,276044
1466419016,10.0.0.2,10.0.0.3,1,1,1024,266459
1466419016,10.0.0.4,10.0.0.3,0.894,1,1145,266459
1466419016,10.0.0.5,10.0.0.3,0.886,0.748,1542,266459
1466419016,10.0.0.6,10.0.0.3,0.553,0.435,4254,266459
1466419016,10.0.0.3,10.0.0.4,0.831,0.839,1467,0
1466419016,10.0.0.5,10.0.0.4,1,0.776,1318,0
1466419016,10.0.0.3,10.0.0.5,0.662,0.878,1758,280593
1466419016,10.0.0.4,10.0.0.5,0.776,1,1318,280593
1466419016,10.0.0.6,10.0.0.5,0.701,0.839,1738,280593
1466419016,10.0.0.3,10.0.0.6,0.435,0.529,4443,269744
1466419016,10.0.0.5,10.0.0.6,0.776,0.878,1501,269744
1466419047,10.0.0.2,10.0.0.1,1,0.847,1208,285135
1466419047,10.0.0.1,10.0.0.2,0.886,1,1155,279015
1466419047,10.0.0.3,10.0.0.2,1,0.894,1145,279015
1466419047,10.0.0.2,10.0.0.3,0.944,1,1083,273191
1466419047,10.0.0.4,10.0.0.3,0.748,0.748,1825,273191
1466419047,10.0.0.5,10.0.0.3,0.748,0.607,2249,273191
1466419047,10.0.0.6,10.0.0.3,0.298,0.372,9222,273191
1466419047,10.0.0.3,10.0.0.4,0.732,0.596,2342,0
1466419047,10.0.0.5,10.0.0.4,1,0.497,2056,0
1466419047,10.0.0.3,10.0.0.5,0.607,0.732,2297,277332
1466419047,10.0.0.4,10.0.0.5,0.497,1,2056,277332
1466419047,10.0.0.6,10.0.0.5,0.662,0.776,1989,277332
1466419047,10.0.0.3,10.0.0.6,0.466,0.31,7082,274619
1466419047,10.0.0.5,10.0.0.6,0.776,0.748,1760,274619
1466419073,10.0.0.2,10.0.0.1,1,0.847,1208,270139
1466419073,10.0.0.1,10.0.0.2,0.94,1,1088,271289
1466419073,10.0.0.3,10.0.0.2,0.776,0.94,1401,271289
1466419073,10.0.0.2,10.0.0.3,1,0.776,1318,273039
1466419073,10.0.0.4,10.0.0.3,0.553,0.839,2206,273039
1466419073,10.0.0.5,10.0.0.3,0.94,0.721,1507,273039
1466419073,10.0.0.6,10.0.0.3,0.129,0.553,14310,273039
1466419073,10.0.0.3,10.0.0.4,0.894,0.553,2071,0
1466419073,10.0.0.5,10.0.0.4,1,0.732,1396,0
1466419073,10.0.0.3,10.0.0.5,0.721,0.94,1507,281294
1466419073,10.0.0.4,10.0.0.5,0.732,1,1396,281294
1466419073,10.0.0.6,10.0.0.5,0.788,0.878,1478,281294
1466419073,10.0.0.3,10.0.0.6,0.553,0.195,9444,275318
1466419073,10.0.0.5,10.0.0.6,0.878,0.776,1501,275318
1466419104,10.0.0.2,10.0.0.1,1,0.937,1092,276345
1466419104,10.0.0.1,10.0.0.2,0.878,1,1165,279061
1466419104,10.0.0.3,10.0.0.2,1,0.886,1155,279061
1466419104,10.0.0.2,10.0.0.3,0.894,1,1145,271480
1466419104,10.0.0.4,10.0.0.3,0.721,0.894,1587,271480
1466419104,10.0.0.5,10.0.0.3,0.388,0.521,5057,271480
1466419104,10.0.0.6,10.0.0.3,0.207,0.18,27311,271480
1466419104,10.0.0.3,10.0.0.4,0.894,0.721,1587,0
1466419104,10.0.0.5,10.0.0.4,0.894,0.732,1561,0
1466419104,10.0.0.3,10.0.0.5,0.521,0.419,4678,281342
1466419104,10.0.0.4,10.0.0.5,0.732,0.894,1561,281342
1466419104,10.0.0.6,10.0.0.5,0.721,0.886,1601,281342
1466419104,10.0.0.3,10.0.0.6,0.329,0.313,9908,276871
1466419104,10.0.0.5,10.0.0.6,0.839,0.721,1691,276871
1466419135,10.0.0.2,10.0.0.1,1,0.776,1318,270290
1466419135,10.0.0.1,10.0.0.2,0.788,1,1299,269738
1466419135,10.0.0.3,10.0.0.2,0.886,0.886,1303,269738
1466419135,10.0.0.2,10.0.0.3,0.886,1,1155,262008
1466419135,10.0.0.4,10.0.0.3,0.596,1,1717,262008
1466419135,10.0.0.5,10.0.0.3,0.623,0.776,2115,262008
1466419135,10.0.0.6,10.0.0.3,0.407,0.274,9146,262008
1466419135,10.0.0.3,10.0.0.4,0.776,0.529,2491,0
1466419135,10.0.0.5,10.0.0.4,0.94,0.776,1401,0
1466419135,10.0.0.3,10.0.0.5,0.776,0.662,1989,279037
1466419135,10.0.0.4,10.0.0.5,0.776,0.839,1571,279037
1466419135,10.0.0.6,10.0.0.5,0.897,1,1140,279037
1466419135,10.0.0.3,10.0.0.6,0.372,0.442,6202,277929
1466419135,10.0.0.5,10.0.0.6,0.94,0.897,1211,277929
1466419166,10.0.0.2,10.0.0.1,1,0.886,1155,280919
1466419166,10.0.0.1,10.0.0.2,0.94,1,1088,280117
1466419166,10.0.0.3,10.0.0.2,1,0.937,1092,280117
1466419166,10.0.0.2,10.0.0.3,0.94,1,1088,270682
1466419166,10.0.0.4,10.0.0.3,0.47,0.776,2802,270682
1466419166,10.0.0.5,10.0.0.3,0.831,0.525,2343,270682
1466419166,10.0.0.6,10.0.0.3,0.349,0.349,8406,270682
1466419166,10.0.0.3,10.0.0.4,0.788,0.47,2760,0
1466419166,10.0.0.5,10.0.0.4,1,0.529,1934,0
1466419166,10.0.0.3,10.0.0.5,0.525,0.831,2343,279688
1466419166,10.0.0.4,10.0.0.5,0.529,1,1934,279688
1466419166,10.0.0.6,10.0.0.5,0.937,0.94,1160,279688
1466419166,10.0.0.3,10.0.0.6,0.349,0.388,7557,278931
1466419166,10.0.0.5,10.0.0.6,1,0.937,1092,278931
1466419197,10.0.0.2,10.0.0.1,1,1,1024,283628
1466419197,10.0.0.1,10.0.0.2,1,1,1024,275603
1466419197,10.0.0.3,10.0.0.2,0.94,0.796,1366,275603
1466419197,10.0.0.2,10.0.0.3,0.776,0.94,1401,269779
1466419197,10.0.0.4,10.0.0.3,0.521,0.937,2094,269779
1466419197,10.0.0.5,10.0.0.3,0.584,0.596,2940,269779
1466419197,10.0.0.6,10.0.0.3,0.442,0.282,8184,269779
1466419197,10.0.0.3,10.0.0.4,0.937,0.525,2079,0
1466419197,10.0.0.5,10.0.0.4,1,0.576,1776,0
1466419197,10.0.0.3,10.0.0.5,0.627,0.584,2793,279337
1466419197,10.0.0.4,10.0.0.5,0.549,1,1865,279337
1466419197,10.0.0.6,10.0.0.5,0.839,0.831,1467,279337
1466419197,10.0.0.3,10.0.0.6,0.313,0.372,8761,278429
1466419197,10.0.0.5,10.0.0.6,0.819,0.839,1488,278429
1466419222,10.0.0.2,10.0.0.1,1,1,1024,284182
1466419222,10.0.0.1,10.0.0.2,1,1,1024,276458
1466419222,10.0.0.3,10.0.0.2,0.944,0.662,1634,276458
1466419222,10.0.0.2,10.0.0.3,0.607,0.944,1782,274195
1466419222,10.0.0.4,10.0.0.3,0.419,0.894,2729,274195
1466419222,10.0.0.5,10.0.0.3,0.697,0.643,2280,274195
1466419222,10.0.0.6,10.0.0.3,0.525,0.195,9938,274195
1466419222,10.0.0.3,10.0.0.4,0.894,0.396,2891,0
1466419222,10.0.0.5,10.0.0.4,0.94,0.549,1981,0
1466419222,10.0.0.3,10.0.0.5,0.643,0.697,2280,279690
1466419222,10.0.0.4,10.0.0.5,0.576,0.94,1887,279690
1466419222,10.0.0.6,10.0.0.5,0.831,0.886,1389,279690
1466419222,10.0.0.3,10.0.0.6,0.156,0.497,4194304,269954
1466419222,10.0.0.5,10.0.0.6,0.886,0.886,1303,269954
1466419253,10.0.0.2,10.0.0.1,1,1,1024,270643
1466419253,10.0.0.1,10.0.0.2,1,1,1024,271494
1466419253,10.0.0.3,10.0.0.2,1,0.788,1299,271494
1466419253,10.0.0.2,10.0.0.3,1,1,1024,272791
1466419253,10.0.0.4,10.0.0.3,0.662,0.839,1841,272791
1466419253,10.0.0.5,10.0.0.3,0.831,0.607,2026,272791
1466419253,10.0.0.6,10.0.0.3,0.259,0.274,14412,272791
1466419253,10.0.0.3,10.0.0.4,0.831,0.662,1858,0
1466419253,10.0.0.5,10.0.0.4,0.944,0.721,1501,0
1466419253,10.0.0.3,10.0.0.5,0.607,0.788,2137,279891
1466419253,10.0.0.4,10.0.0.5,0.662,0.886,1743,279891
1466419253,10.0.0.6,10.0.0.5,0.662,0.788,1960,279891
1466419253,10.0.0.3,10.0.0.6,0.274,0.207,17947,277981
1466419253,10.0.0.5,10.0.0.6,0.788,0.662,1960,277981
1466419285,10.0.0.2,10.0.0.1,1,0.682,1500,285436
1466419285,10.0.0.1,10.0.0.2,0.682,1,1500,277713
1466419285,10.0.0.3,10.0.0.2,0.94,0.886,1227,277713
1466419285,10.0.0.2,10.0.0.3,0.831,0.94,1308,273492
1466419285,10.0.0.4,10.0.0.3,0.442,0.729,3168,273492
1466419285,10.0.0.5,10.0.0.3,0.721,0.686,2067,273492
1466419285,10.0.0.6,10.0.0.3,0.607,0.372,4521,273492
1466419285,10.0.0.3,10.0.0.4,0.732,0.442,3151,0
1466419285,10.0.0.5,10.0.0.4,1,0.721,1419,0
1466419285,10.0.0.3,10.0.0.5,0.686,0.721,2067,280844
1466419285,10.0.0.4,10.0.0.5,0.721,1,1419,280844
1466419285,10.0.0.6,10.0.0.5,0.94,0.886,1227,280844
1466419285,10.0.0.3,10.0.0.6,0.435,0.384,6121,276177
1466419285,10.0.0.5,10.0.0.6,0.878,1,1165,276177
1466419316,10.0.0.2,10.0.0.1,1,0.886,1155,280772
1466419316,10.0.0.1,10.0.0.2,0.886,1,1155,274652
1466419316,10.0.0.3,10.0.0.2,0.831,0.839,1467,274652
1466419316,10.0.0.2,10.0.0.3,0.819,0.831,1502,274243
1466419316,10.0.0.4,10.0.0.3,0.497,0.627,3276,274243
1466419316,10.0.0.5,10.0.0.3,0.701,0.521,2796,274243
1466419316,10.0.0.6,10.0.0.3,0.701,0.298,4894,274243
1466419316,10.0.0.3,10.0.0.4,0.776,0.497,2647,0
1466419316,10.0.0.5,10.0.0.4,0.831,0.525,2343,0
1466419316,10.0.0.3,10.0.0.5,0.521,0.662,2962,280692
1466419316,10.0.0.4,10.0.0.5,0.584,0.831,2107,280692
1466419316,10.0.0.6,10.0.0.5,0.831,0.607,2026,280692
1466419316,10.0.0.3,10.0.0.6,0.298,0.761,4516,276323
1466419316,10.0.0.5,10.0.0.6,0.607,0.831,2026,276323
1466419347,10.0.0.2,10.0.0.1,1,0.886,1155,274454
1466419347,10.0.0.1,10.0.0.2,1,1,1024,279114
1466419347,10.0.0.3,10.0.0.2,1,0.839,1220,279114
1466419347,10.0.0.2,10.0.0.3,0.897,1,1140,273290
1466419347,10.0.0.4,10.0.0.3,0.937,0.894,1221,273290
1466419347,10.0.0.5,10.0.0.3,0.94,0.94,1156,273290
1466419347,10.0.0.6,10.0.0.3,0.788,0.682,1903,273290
1466419347,10.0.0.3,10.0.0.4,0.937,0.646,1688,0
1466419347,10.0.0.5,10.0.0.4,1,1,1024,0
1466419347,10.0.0.3,10.0.0.5,0.94,0.886,1227,279791
1466419347,10.0.0.4,10.0.0.5,0.937,1,1092,279791
1466419347,10.0.0.6,10.0.0.5,1,0.831,1231,279791
1466419347,10.0.0.3,10.0.0.6,0.607,0.732,2297,275222
1466419347,10.0.0.5,10.0.0.6,0.831,1,1231,275222
1466419372,10.0.0.2,10.0.0.1,1,1,1024,284383
1466419372,10.0.0.1,10.0.0.2,1,1,1024,280169
1466419372,10.0.0.3,10.0.0.2,1,1,1024,280169
1466419372,10.0.0.2,10.0.0.3,1,1,1024,274345
1466419372,10.0.0.4,10.0.0.3,0.944,0.886,1222,274345
1466419372,10.0.0.5,10.0.0.3,1,0.894,1145,274345
1466419372,10.0.0.6,10.0.0.3,0.886,0.662,1743,274345
1466419372,10.0.0.3,10.0.0.4,0.886,0.886,1303,0
1466419372,10.0.0.5,10.0.0.4,1,1,1024,0
1466419372,10.0.0.3,10.0.0.5,0.944,1,1083,280996
1466419372,10.0.0.4,10.0.0.5,1,1,1024,280996
1466419372,10.0.0.6,10.0.0.5,1,0.944,1083,280996
1466419372,10.0.0.3,10.0.0.6,0.662,0.886,1743,277629
1466419372,10.0.0.5,10.0.0.6,0.944,1,1083,277629
1466419403,10.0.0.2,10.0.0.1,1,1,1024,280575
1466419403,10.0.0.1,10.0.0.2,1,1,1024,280020
1466419403,10.0.0.3,10.0.0.2,1,1,1024,280020
1466419403,10.0.0.2,10.0.0.3,1,1,1024,274196
1466419403,10.0.0.4,10.0.0.3,0.94,1,1088,274196
1466419403,10.0.0.5,10.0.0.3,1,1,1024,274196
1466419403,10.0.0.6,10.0.0.3,0.831,0.831,1481,274196
1466419403,10.0.0.3,10.0.0.4,1,0.944,1083,0
